"uuid:ID","isEnabled","name","instanceType","isRequired","id","label","datatype"
"b44a2dc4-c0dd-4696-bb1c-8b0c59c063a6","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_143","LBSPEC",""
"ee33cc7f-7a4b-4f5c-97ac-8ea11bf8f3f8","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_144","LBFAST",""
"e13e32eb-d418-4386-a7d5-c3c03c03ebae","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_145","LBTESTCD",""
"d64c3c50-6b36-49f7-b2bd-e97188c90249","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_146","LBORRES","float"
"8d442d3c-3e55-4923-b439-d14714ee9773","True","LBORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_147","LBORRESU",""
"f5dcf54e-a998-4029-8dc0-b4e8376ceb5c","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_148","LBSPEC",""
"20d5710c-93aa-4f6f-9501-aa31faf0acf2","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_149","LBFAST",""
"3adcaca7-873a-4182-84f1-29e4925cdf42","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_150","LBTESTCD",""
"32fe4861-c4ed-4f6c-a110-03a0c4b80921","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_151","LBORRES","float"
"9f074268-174d-45b1-972e-1071635568b6","True","LBORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_152","LBORRESU",""
"f889c592-29ba-475a-a98e-77f8e3f33229","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_153","LBSPEC",""
"59953f27-d130-4d8d-8220-b916350fe4eb","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_154","LBFAST",""
"e4826fa3-2816-4778-8922-f424fbc9fc29","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_155","LBTESTCD",""
"fde5d7f2-2b49-42c9-9f2f-0525d5155246","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_156","LBORRES","float"
"514c3a53-ac6b-465b-afc4-0f00966f815b","True","LBORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_157","LBORRESU",""
"7b928d2e-660a-4806-8bb3-d23aa3b72ed7","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_158","LBSPEC",""
"c964050d-3ea6-4e2e-a631-0c9d3c1decb5","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_159","LBFAST",""
"35405b2c-8fed-4ebf-9f02-2404aca09639","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_160","LBTESTCD",""
"f5552caf-1677-4ded-bf1a-eed42a07eb69","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_161","LBORRES","float"
"0c0cd702-b55e-485c-a911-36548c4f8892","True","LBORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_162","LBORRESU",""
"b7c1db7d-7a13-471a-8fe8-0efd1401ee27","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_163","LBSPEC",""
"fac73321-5e44-484c-8595-0052f2dcce1e","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_164","LBFAST",""
"9836aa42-241a-40a3-ad06-195728af0eb3","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_165","LBTESTCD",""
"c6c19e12-8f9b-4362-8066-186aa0491ee3","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_166","LBORRES","float"
"fca93d89-9dbc-40d8-ba3a-678d677a92db","True","LBORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_167","LBORRESU",""
"23e78622-1a65-436f-9e77-89f07ee3fad1","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_168","LBSPEC",""
"98d1e002-2ed9-451f-8488-44f42388ed41","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_169","LBFAST",""
"bcd8bb70-798e-47bb-bab8-cc15a7b8ce8d","True","AETERM","BiomedicalConceptProperty","True","BiomedicalConceptProperty_1","AETERM","text"
"5db95ea2-8f09-4b8c-b230-54f2174f9fb1","True","AEDECOD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_2","AEDECOD","text"
"43f9b2ea-887a-4766-8891-74fc1f42d12b","True","AEPRESP","BiomedicalConceptProperty","True","BiomedicalConceptProperty_3","AEPRESP","text"
"23fdf973-c50e-4249-8285-11abd5fd7b91","True","AELOC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_4","AELOC","text"
"80631ee1-7098-4fe0-a1b3-0085132a0a51","True","AESEV","BiomedicalConceptProperty","True","BiomedicalConceptProperty_5","AESEV","text"
"0f1b34ac-f55d-461c-a937-4f7fe67a2957","True","AESER","BiomedicalConceptProperty","True","BiomedicalConceptProperty_6","AESER","text"
"6a441675-3689-4e23-b4a6-189ea4b164a0","True","AEACN","BiomedicalConceptProperty","True","BiomedicalConceptProperty_7","AEACN","text"
"b4115b82-b00c-4f0b-880e-95f6f6233d75","True","AEACNOTH","BiomedicalConceptProperty","True","BiomedicalConceptProperty_8","AEACNOTH","text"
"112a6ba8-baaa-4591-991a-357316db16b7","True","AEREL","BiomedicalConceptProperty","True","BiomedicalConceptProperty_9","AEREL","text"
"3e69bfca-4ac1-4f4b-9030-2f3455e482a8","True","AERELNST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_10","AERELNST","text"
"92bd23a6-2279-4e3d-8e37-af8c77a34b85","True","AEPATT","BiomedicalConceptProperty","True","BiomedicalConceptProperty_11","AEPATT","text"
"a474d71e-ce86-464c-8da4-667613f946e7","True","AEOUT","BiomedicalConceptProperty","True","BiomedicalConceptProperty_12","AEOUT","text"
"c1aa2f79-e6e5-4e2e-9b08-091085de148c","True","AESCAN","BiomedicalConceptProperty","True","BiomedicalConceptProperty_13","AESCAN","text"
"01ccb54c-21a1-4c17-99bb-fd4b978b6a81","True","AESCONG","BiomedicalConceptProperty","True","BiomedicalConceptProperty_14","AESCONG","text"
"39f074ee-26b6-4cb2-ad41-9df04c91d9d1","True","AESDISAB","BiomedicalConceptProperty","True","BiomedicalConceptProperty_15","AESDISAB","text"
"b215e464-b255-48d6-b3f1-2ef1c5534059","True","AESDTH","BiomedicalConceptProperty","True","BiomedicalConceptProperty_16","AESDTH","text"
"cb02f510-4e84-4535-a08a-df8412cff258","True","AESHOSP","BiomedicalConceptProperty","True","BiomedicalConceptProperty_17","AESHOSP","text"
"3324cfde-ebc8-49d5-b8b0-2c46d577f849","True","AESLIFE","BiomedicalConceptProperty","True","BiomedicalConceptProperty_18","AESLIFE","text"
"980f213a-eeb9-4600-85c5-cd8ac9144365","True","AESOD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_19","AESOD","text"
"56ffd89d-2cb3-4bf0-9240-c301889ddc1e","True","AESMIE","BiomedicalConceptProperty","True","BiomedicalConceptProperty_20","AESMIE","text"
"55301d26-4638-4a21-944f-c517cb13d6ef","True","AECONTRT","BiomedicalConceptProperty","True","BiomedicalConceptProperty_21","AECONTRT","text"
"1e0c1201-76cd-46b5-b524-8652edd20f50","True","AESTDTC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_22","AESTDTC","datetime"
"d566a924-a19e-4496-8ee4-acb630bcc915","True","AEENDTC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_23","AEENDTC","datetime"
"2dce2e2a-0c47-45d7-8ff5-62d28c688b47","True","VSTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_24","VSTESTCD",""
"f594d431-c99c-43d2-94e4-9e5d5f02e8d7","True","VSORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_25","VSORRES","integer"
"06e2dec9-64d2-46c6-97bd-b59f81b20a17","True","VSORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_26","VSORRESU",""
"0aa9dddc-ee98-45bf-abf8-51978c24311e","True","VSPOS","BiomedicalConceptProperty","True","BiomedicalConceptProperty_27","VSPOS",""
"3cf94206-0e08-4466-8917-a5bc76388809","True","VSLOC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_28","VSLOC",""
"a3208c90-8053-498e-ab34-c7b9c0f3ac34","True","VSLAT","BiomedicalConceptProperty","True","BiomedicalConceptProperty_29","VSLAT",""
"890e3101-78de-4578-8b87-564001143352","True","VSTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_30","VSTESTCD",""
"0f6e55dc-e1c6-4ee4-95e6-96e506546630","True","VSORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_31","VSORRES","integer"
"d40e0149-0294-4156-9b5b-bb824e7f650d","True","VSORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_32","VSORRESU",""
"4f204974-8313-4518-b253-edcbf72c385a","True","VSPOS","BiomedicalConceptProperty","True","BiomedicalConceptProperty_33","VSPOS",""
"7387f212-27cd-4085-8ee3-0495bd7d03f6","True","VSLOC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_34","VSLOC",""
"3a2a5f28-7419-48f4-afcc-0c965abd6361","True","VSLAT","BiomedicalConceptProperty","True","BiomedicalConceptProperty_35","VSLAT",""
"0e556418-be4e-4575-abe1-fa4c336fc0ed","True","VSTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_36","VSTESTCD",""
"f4f721c2-ba68-43c3-b445-6170360e73c4","True","VSORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_37","VSORRES","float"
"edc639ca-410c-425a-b30d-bcc868fc89cd","True","VSORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_38","VSORRESU",""
"6d97771c-56e0-41ce-8483-9749ddcfbab5","True","VSLOC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_39","VSLOC",""
"8b549edf-ebc9-434d-9bd8-10296b1c05a3","True","VSTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_40","VSTESTCD",""
"c80cf1e3-08b2-474d-a388-639506ddbb52","True","VSORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_41","VSORRES","float"
"c625f4d9-6c9b-46ec-aab5-bb80d3a6a2b9","True","VSORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_42","VSORRESU",""
"ba96e6c0-5436-4124-a822-0ebfc96b3d51","True","VSTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_43","VSTESTCD",""
"dc38b24c-9335-4c29-9c69-05bb198c27f0","True","VSORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_44","VSORRES","float"
"853f9528-0147-4565-8a85-9b2233cb48a4","True","VSORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_45","VSORRESU",""
"f4d9da12-8394-4f8d-aa6d-537799fe98f3","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_46","LBTESTCD",""
"c8f365b7-b237-41ca-be96-882bcd77a5ae","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_47","LBORRES","float"
"5d23e31b-8cee-49bb-aa61-e54866b25f2a","True","LBORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_48","LBORRESU",""
"3d61f2fe-0fee-42b9-8a38-27f5416079b6","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_49","LBSPEC",""
"1a317f50-9165-4894-9e34-5a410ce34d24","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_50","LBFAST",""
"e6f92491-27d7-4148-96d3-d9f535aa03a8","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_51","LBTESTCD",""
"11244036-2d7c-47ef-b3d9-15b7af5c3815","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_52","LBORRES","text"
"7cd08321-adbd-4feb-ac7e-5091fda309fe","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_53","LBSPEC",""
"0ec299c7-cfaa-4365-bce7-e37842ccae47","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_54","LBFAST",""
"48c20ddc-1e39-4f1e-ba07-467e544ced56","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_55","LBTESTCD",""
"7e0b236f-2be3-4075-b7cb-af44b4914dfe","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_56","LBORRES","float"
"5375d3a7-d85b-42eb-9ab4-398eba76aabb","True","LBORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_57","LBORRESU",""
"d6ccba35-6ee3-458b-80c5-1f5ec6676cdb","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_58","LBSPEC",""
"90723265-59b1-478a-abd3-ab5f650db101","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_59","LBFAST",""
"63d14a9b-c226-4f09-ab9b-ea02c6ba548c","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_60","LBTESTCD",""
"1e2c8efb-c601-4664-ab97-db4695f965d7","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_61","LBORRES","float"
"9d929878-e001-4b59-aee5-933d636d955a","True","LBORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_62","LBORRESU",""
"b0449e87-3355-4817-b587-627147c2bd43","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_63","LBSPEC",""
"2bfbfcb6-bfe5-48b6-a80a-2383414dfb56","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_64","LBFAST",""
"34ef2792-146f-458c-8e51-096a2fd3d9d2","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_65","LBTESTCD",""
"415c29d9-3b38-4826-b9b6-7729cde1a710","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_66","LBORRES","float"
"cd3187fa-71fa-4862-b465-77d485deacd2","True","LBORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_67","LBORRESU",""
"8924c591-dd10-4f82-8691-4f518ba8a0bd","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_68","LBSPEC",""
"30576cc3-73a5-4450-b4c0-17783ae9d213","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_69","LBFAST",""
"fe9e6b42-28a1-4b21-b295-b2d0f3e917dc","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_70","LBTESTCD",""
"b486fc7c-9de7-49e6-89f6-a81cd0cd3669","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_71","LBORRES","float"
"d7735cb5-176f-4ea4-b808-f282e1a4c53b","True","LBORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_72","LBORRESU",""
"c069c65c-2130-4fba-ab67-a6e8a45dc998","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_73","LBSPEC",""
"4eb7ed80-95c4-4c37-8d84-92cb65af07e9","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_74","LBFAST",""
"a132f444-baad-4ac5-8678-dde69f52f160","True","LBTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_75","LBTESTCD",""
"0d4f01c5-217e-446e-8308-4a5aca9f205d","True","LBORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_76","LBORRES","float"
"a9710ec7-fb49-4f4e-be95-837357ad542f","True","LBORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_77","LBORRESU",""
"54b3c896-224f-468d-95d6-c6aed6a4d259","True","LBSPEC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_78","LBSPEC",""
"7464bcca-c1b5-4e91-9357-909a61180e9f","True","LBFAST","BiomedicalConceptProperty","True","BiomedicalConceptProperty_79","LBFAST",""
"83484274-1b70-460c-9f85-c801e31887fc","True","VSTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_80","VSTESTCD",""
"8c472ae6-7d10-4a89-9f3d-81a104796a74","True","VSORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_81","VSORRES","integer"
"8721b16b-c119-475c-82d4-27b457052054","True","VSORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_82","VSORRESU",""
"5a9a9197-6761-4a6e-be2d-e6bc182bb719","True","VSPOS","BiomedicalConceptProperty","True","BiomedicalConceptProperty_83","VSPOS",""
"a19ca4f8-4902-4dba-bf10-7692312099bb","True","VSLOC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_84","VSLOC",""
"ec76db06-e59d-465c-b940-3a4fe673e561","True","VSLAT","BiomedicalConceptProperty","True","BiomedicalConceptProperty_85","VSLAT",""
"c1bdd18c-7a9f-42c3-9a83-f5c9bafc0bef","True","VSTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_86","VSTESTCD",""
"df457479-8f10-49bf-9629-f597d1ad752a","True","VSORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_87","VSORRES","integer"
"1489d1ef-be87-4f61-a3a8-6cd63429da56","True","VSORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_88","VSORRESU",""
"e6182221-06f0-451d-8390-d8f5e31a1fc6","True","VSPOS","BiomedicalConceptProperty","True","BiomedicalConceptProperty_89","VSPOS",""
"9294320e-b618-4cbb-95c3-1f5f8a3deada","True","VSLOC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_90","VSLOC",""
"ad72fcaf-24db-4cbe-ab5f-de3038ea3579","True","VSLAT","BiomedicalConceptProperty","True","BiomedicalConceptProperty_91","VSLAT",""
"06b24027-fb0e-4db8-b036-9e566e534115","True","VSTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_92","VSTESTCD",""
"d32a32b7-8ecc-4958-a2be-d29348f1c5b5","True","VSORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_93","VSORRES","integer"
"d33607f1-b613-40cf-8123-d57140e2c75e","True","VSORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_94","VSORRESU",""
"1c372896-490a-405a-8e15-e6457f3cb684","True","VSPOS","BiomedicalConceptProperty","True","BiomedicalConceptProperty_95","VSPOS",""
"c929c653-6aed-4802-a774-13ab6a8e7c50","True","VSLOC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_96","VSLOC",""
"4e554fb7-671f-4349-a561-9b9e6851d93e","True","VSLAT","BiomedicalConceptProperty","True","BiomedicalConceptProperty_97","VSLAT",""
"45b5f87d-fa4f-4d0a-8123-dadd750849f9","True","VSTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_98","VSTESTCD",""
"c31596f5-1d4d-4feb-a8b2-21bc16a13242","True","VSORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_99","VSORRES","integer"
"b5f903fd-1f38-4560-84c4-9a5f220410db","True","VSORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_100","VSORRESU",""
"2846aec4-4e43-4e28-9093-27d9aaf6de07","True","VSPOS","BiomedicalConceptProperty","True","BiomedicalConceptProperty_101","VSPOS",""
"faa3ea06-81e7-4da0-b580-4ce7fc56a111","True","VSLOC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_102","VSLOC",""
"090524c4-51ea-4c1e-ad56-2190f1cb4ea4","True","VSLAT","BiomedicalConceptProperty","True","BiomedicalConceptProperty_103","VSLAT",""
"ca8dfce5-82a0-4c8a-bd1a-34e27e716417","True","VSTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_104","VSTESTCD",""
"5d151957-9a0a-4a21-a48a-0313a333ea7e","True","VSORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_105","VSORRES","integer"
"dfdbbfc1-ce86-4143-81b1-b509040a7f53","True","VSORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_106","VSORRESU",""
"7d0a578b-0264-4aa9-b663-b1974503500f","True","VSPOS","BiomedicalConceptProperty","True","BiomedicalConceptProperty_107","VSPOS",""
"9cf7ef08-bbc8-4eb5-b5fd-a8845332ded4","True","VSLOC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_108","VSLOC",""
"8af8f555-68e0-40f3-9987-bc8304fd0aa6","True","VSLAT","BiomedicalConceptProperty","True","BiomedicalConceptProperty_109","VSLAT",""
"807bcfc2-31a3-4eb7-a6a3-ae73e824b3c6","True","VSTESTCD","BiomedicalConceptProperty","True","BiomedicalConceptProperty_110","VSTESTCD",""
"dfb6c395-9bb6-409b-a10d-8a5de1c0b91f","True","VSORRES","BiomedicalConceptProperty","True","BiomedicalConceptProperty_111","VSORRES","integer"
"8e16e2b5-ec53-405b-b566-1dd7a4653a0b","True","VSORRESU","BiomedicalConceptProperty","True","BiomedicalConceptProperty_112","VSORRESU",""
"b1318fa6-a1d2-41e2-a923-559e3b2c2974","True","VSPOS","BiomedicalConceptProperty","True","BiomedicalConceptProperty_113","VSPOS",""
"28ddee1b-0dbe-4250-a01f-d740d7f1e9fb","True","VSLOC","BiomedicalConceptProperty","True","BiomedicalConceptProperty_114","VSLOC",""
"b78059fc-c809-4bd1-8ccf-8047ecd28413","True","VSLAT","BiomedicalConceptProperty","True","BiomedicalConceptProperty_115","VSLAT",""
