"uuid:ID","name","isEnabled","isRequired","instanceType","label","id","datatype"
"62a3ba37-16ab-4785-8509-9f1813e6f408","LBFAST","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_169",""
"d55c9d00-79d2-46f2-8f08-d0e2d96a2d0e","AETERM","True","True","BiomedicalConceptProperty","AETERM","BiomedicalConceptProperty_1","text"
"962ea256-edaa-4e48-953f-35bc82b3078c","AEDECOD","True","True","BiomedicalConceptProperty","AEDECOD","BiomedicalConceptProperty_2","text"
"625e148b-f545-408b-80c2-bb901e638f0d","AEPRESP","True","True","BiomedicalConceptProperty","AEPRESP","BiomedicalConceptProperty_3","text"
"cc112b4f-4965-4f26-9e36-58b197606e22","AELOC","True","True","BiomedicalConceptProperty","AELOC","BiomedicalConceptProperty_4","text"
"8d74d13e-30e7-46c6-aa3b-bbf917189a02","AESEV","True","True","BiomedicalConceptProperty","AESEV","BiomedicalConceptProperty_5","text"
"c7731c5c-ae13-4208-b067-025c1c6dec0f","AESER","True","True","BiomedicalConceptProperty","AESER","BiomedicalConceptProperty_6","text"
"196bec06-444b-41fb-b3aa-ba6ef789042a","AEACN","True","True","BiomedicalConceptProperty","AEACN","BiomedicalConceptProperty_7","text"
"39d7992a-5b44-42e5-b6f4-df9786ca32b6","AEACNOTH","True","True","BiomedicalConceptProperty","AEACNOTH","BiomedicalConceptProperty_8","text"
"75b1142f-6ef9-4869-99f4-1256aeede8e1","AEREL","True","True","BiomedicalConceptProperty","AEREL","BiomedicalConceptProperty_9","text"
"c48aa5b8-b2c9-4506-bd93-01615d236676","AERELNST","True","True","BiomedicalConceptProperty","AERELNST","BiomedicalConceptProperty_10","text"
"b71a08eb-a849-4bc8-86b0-a3b7d395cbcc","AEPATT","True","True","BiomedicalConceptProperty","AEPATT","BiomedicalConceptProperty_11","text"
"733f1485-577f-4bfb-91bb-879b6494878e","AEOUT","True","True","BiomedicalConceptProperty","AEOUT","BiomedicalConceptProperty_12","text"
"1a014ab2-f53a-4a24-9641-e2c23f75630c","AESCAN","True","True","BiomedicalConceptProperty","AESCAN","BiomedicalConceptProperty_13","text"
"87d947d1-62a2-4e08-a7ae-08b9fbbef27c","AESCONG","True","True","BiomedicalConceptProperty","AESCONG","BiomedicalConceptProperty_14","text"
"6fceb51b-589e-4736-8e4d-05ed4b7fc04f","AESDISAB","True","True","BiomedicalConceptProperty","AESDISAB","BiomedicalConceptProperty_15","text"
"d0d6ff8a-f243-4aba-8f7f-f4f0e0917553","AESDTH","True","True","BiomedicalConceptProperty","AESDTH","BiomedicalConceptProperty_16","text"
"c77b4de8-b6cc-4cf2-b920-eb289f777086","AESHOSP","True","True","BiomedicalConceptProperty","AESHOSP","BiomedicalConceptProperty_17","text"
"32753062-f54e-4f0a-b165-ad950cd14b16","AESLIFE","True","True","BiomedicalConceptProperty","AESLIFE","BiomedicalConceptProperty_18","text"
"0d9d7d6f-f9e7-4642-867f-f353acfb4f44","AESOD","True","True","BiomedicalConceptProperty","AESOD","BiomedicalConceptProperty_19","text"
"57f38600-a12c-400a-99fd-8faae1ba8360","AESMIE","True","True","BiomedicalConceptProperty","AESMIE","BiomedicalConceptProperty_20","text"
"accc12df-079b-465d-a253-b1e584e5b23a","AECONTRT","True","True","BiomedicalConceptProperty","AECONTRT","BiomedicalConceptProperty_21","text"
"5fc6b2e3-439f-4511-ac8f-9e4f7e7c09fd","AESTDTC","True","True","BiomedicalConceptProperty","AESTDTC","BiomedicalConceptProperty_22","datetime"
"05027f54-2a05-4b9c-a2ea-99a8710a3c8d","AEENDTC","True","True","BiomedicalConceptProperty","AEENDTC","BiomedicalConceptProperty_23","datetime"
"6d3929fe-8c54-4823-96f9-2eadbc16f96c","VSTESTCD","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_24",""
"17c546c4-f3b5-4036-b7fb-d202d37cf784","VSORRES","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_25","integer"
"28d11cfa-a307-424d-81ae-9456d2dc85d5","VSORRESU","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_26",""
"1ca3ce34-bf0b-458e-a021-51e1e41dff61","VSPOS","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_27",""
"93f42fd1-df27-4a63-86b0-6d9efe66d13a","VSLOC","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_28",""
"c2645341-d364-4c33-b1c7-bdcf604f8417","VSLAT","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_29",""
"9d07c8f0-dc55-47af-805c-d2c217410132","VSTESTCD","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_30",""
"e166ef08-44a4-477f-824b-5d29f720bb33","VSORRES","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_31","integer"
"e69acf1d-a02b-492e-a906-978fccb2f695","VSORRESU","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_32",""
"b02d7b86-332b-42a5-9a72-5c81df09da7b","VSPOS","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_33",""
"f50cc7df-e04e-4536-a7d9-0facc7fc4d34","VSLOC","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_34",""
"84611334-72c6-441a-85af-f696ad8d0882","VSLAT","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_35",""
"75912408-d1a7-47f3-873c-e6bdb726e5a6","VSTESTCD","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_36",""
"5473c6ce-ec87-4fcf-96fe-9bdeb3570b25","VSORRES","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_37","float"
"570ad258-57da-4094-bf57-4cae76d4a91f","VSORRESU","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_38",""
"736cb69b-bb6c-4f16-b008-4556e29e963f","VSLOC","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_39",""
"0625ab7d-d728-41b5-ae3e-3fed99e38f3b","VSTESTCD","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_40",""
"ff7b51e9-7fee-4e2b-8c9b-efd546789efd","VSORRES","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_41","float"
"cd1e8865-4fa5-4208-88a6-ff7a77bbd470","VSORRESU","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_42",""
"006fd4b9-2593-43ae-8fca-9dd621312942","VSTESTCD","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_43",""
"662565a5-53d1-45b9-a81b-746c1c19d052","VSORRES","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_44","float"
"7f23bab4-0cc9-47a8-b915-bf2a9d948ed3","VSORRESU","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_45",""
"98f22206-753d-404f-b654-df7021b74f2b","LBTESTCD","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_46",""
"7bbad6cb-5a76-4241-b985-5bc99c2df468","LBORRES","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_47","float"
"86bd28e5-36f7-4b5d-ad7c-0a1b457232fb","LBORRESU","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_48",""
"679de3e4-a144-4727-87ed-ee06ee130a07","LBSPEC","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_49",""
"d19de8ad-341a-411e-915c-be00c58fe79c","LBFAST","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_50",""
"f154fe52-0bdd-4874-adea-14c2f85a1079","LBTESTCD","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_51",""
"e06e5e69-c2f3-479a-9f0d-41be371bdc77","LBORRES","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_52","text"
"dce6e371-95e3-4372-8aa4-c188e96b2520","LBSPEC","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_53",""
"380f01a8-5f06-414b-b19d-dad6671d02d8","LBFAST","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_54",""
"d36d8420-e7dc-422d-ac8e-98cdfb7276fa","LBTESTCD","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_55",""
"4bb0ad54-47ab-4424-b83e-68c706416679","LBORRES","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_56","float"
"cb7e46c3-bdcc-47ff-b779-282ec68162c9","LBORRESU","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_57",""
"fd1663ba-6c01-4474-83e0-75f305d4f020","LBSPEC","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_58",""
"556b7506-45b4-44c8-a19a-c7871fc88e76","LBFAST","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_59",""
"a73dbef0-7b9f-4562-8383-3309b6441c22","LBTESTCD","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_60",""
"5e4e9d89-92d9-4741-9da6-3a45be650f42","LBORRES","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_61","float"
"700abba7-b0ef-46f0-bad2-98cb508d8beb","LBORRESU","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_62",""
"51b9e427-36fb-408a-8d44-96d28b4cced3","LBSPEC","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_63",""
"b9a413cb-f5b0-4a57-b6c7-1aa39853c217","LBFAST","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_64",""
"8899a942-c973-4797-88bb-75aa23b76682","LBTESTCD","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_65",""
"7bc7409a-2983-4791-9223-fa0324af7732","LBORRES","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_66","float"
"33d7154a-6fb5-4645-818a-4587bcb4b525","LBORRESU","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_67",""
"08284325-9bd9-423b-a755-f660bf934531","LBSPEC","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_68",""
"6a9edc40-54c4-4b4f-b925-ef0393fe1121","LBFAST","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_69",""
"17ab70d8-b75c-4208-8229-d8004e194bb3","LBTESTCD","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_70",""
"1717c0da-d6c9-4120-aefa-cdfef87b7de5","LBORRES","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_71","float"
"ca0e0965-cb67-48cb-b299-7f4e722b3f21","LBORRESU","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_72",""
"a8aa0569-5033-4c0b-a7da-6d62a182bbd1","LBSPEC","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_73",""
"ddae1fce-4c78-4c2b-b0b7-c12bc4b435f1","LBFAST","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_74",""
"4f1e1f1b-4944-4308-bbdb-745c0e063487","LBTESTCD","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_75",""
"9a832fea-e06d-4943-b43c-c7790f7064b1","LBORRES","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_76","float"
"29a53b64-1fe2-491d-be84-66508ba6ff0e","LBORRESU","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_77",""
"3bae8ab7-44b9-4732-b0e3-9c92b65fd301","LBSPEC","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_78",""
"22b604c0-d404-427d-86a9-90987c766459","LBFAST","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_79",""
"ffa94bee-cd77-4d0f-a04d-9c3836c6ed34","VSTESTCD","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_80",""
"f823a1fc-9982-46e2-beb0-d15b2fb04696","VSORRES","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_81","integer"
"09aacea1-c340-4b06-a806-2f0ea7a715b5","VSORRESU","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_82",""
"a4bafce4-0f6d-4018-92e6-c9090032fd03","VSPOS","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_83",""
"99aee1ff-10c7-422f-807f-574c019fab65","VSLOC","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_84",""
"51f39bcf-e5de-4b8c-bd1f-9679efdb6473","VSLAT","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_85",""
"9ea43ab1-acf7-40ee-be27-c6bb4457dda7","VSTESTCD","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_86",""
"f2427f0e-5948-44c7-bf89-d704fb340e25","VSORRES","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_87","integer"
"664f17ca-37c6-4201-8424-baec03d448a3","VSORRESU","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_88",""
"551f2f17-3655-49dc-8a3d-ab792ba4cfac","VSPOS","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_89",""
"b3148890-d6f2-4c02-925b-1b7505d516e8","VSLOC","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_90",""
"15810848-4772-46e5-b050-34eac3dcca84","VSLAT","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_91",""
"a8eb75d8-08ad-48f7-a7e4-33068cc43901","VSTESTCD","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_92",""
"2a3e4c9a-5bfc-48b5-95ca-91aed8d35a36","VSORRES","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_93","integer"
"38880c30-8b58-426d-9815-43784c602859","VSORRESU","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_94",""
"19b41940-3801-4a0f-bfd5-a9c2e9399872","VSPOS","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_95",""
"4b1178a8-b2f5-4358-8018-65e8f0d3fa0d","VSLOC","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_96",""
"08c69dbc-ce6a-4837-bddc-35b189fdaf06","VSLAT","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_97",""
"4474b75f-61eb-47e0-8aa9-eab1efd97956","VSTESTCD","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_98",""
"cd2f5b71-e4ce-430d-8230-9ee579eed3ca","VSORRES","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_99","integer"
"87d14e4b-7d1b-4525-b7c5-1cda25830793","VSORRESU","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_100",""
"4f15d5bd-bb21-45b7-8d80-5979c8f1c507","VSPOS","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_101",""
"6e89db3c-3e3e-433f-9ab5-2283503939e8","VSLOC","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_102",""
"9aa335f9-6d47-4e7c-9fae-cc1a79ead382","VSLAT","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_103",""
"7f662aac-41b0-46c9-85b8-b163011127f1","VSTESTCD","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_104",""
"287b6e7e-0568-4c91-a2d1-7d29f0b55ef8","VSORRES","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_105","integer"
"3e971d37-c81e-42e7-8336-7d04fdc1e1c6","VSORRESU","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_106",""
"999f4269-80e9-4503-aed2-356a1707c43f","VSPOS","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_107",""
"1d88e928-c66f-4671-b56b-487c682fc322","VSLOC","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_108",""
"a3a034b4-a7db-4a23-8f3d-2a483eb2eaed","VSLAT","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_109",""
"fb83af12-3093-494f-af59-2958d193c033","VSTESTCD","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_110",""
"f389dc22-ffe9-417d-9d86-99a96d3e1a3b","VSORRES","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_111","integer"
"9cfe54a2-7d26-499a-bf4b-6f4fc186708e","VSORRESU","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_112",""
"8a98622a-4390-44cb-bcd8-e799787ba249","VSPOS","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_113",""
"b3867767-c819-47c1-9a7f-abd9552b8454","VSLOC","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_114",""
"cbb4a084-50aa-4585-a800-8f4faf5ef1e3","VSLAT","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_115",""
