"datatype","label","instanceType","uuid:ID","id","isEnabled","isRequired","name"
"","VSPOS","BiomedicalConceptProperty","fbb416f7-f254-4319-8a3c-742c0036011d","BiomedicalConceptProperty_95","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","df17dd9e-b3da-4847-88c4-269006470db2","BiomedicalConceptProperty_96","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","c16d6956-9078-439e-bf7b-a56730e687ad","BiomedicalConceptProperty_97","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","92f95e66-439e-4d07-8510-5f4b2b00561b","BiomedicalConceptProperty_98","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","97235f8a-5d33-4eec-8e47-16d1cf02ff57","BiomedicalConceptProperty_99","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","500a0682-dfd2-4308-a943-2049979f8d06","BiomedicalConceptProperty_100","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","8f1ba677-7b62-4576-a02c-bae186e20fb8","BiomedicalConceptProperty_101","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","543c5e98-d57c-4166-afd8-11fe07f69a0a","BiomedicalConceptProperty_102","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","bfab8d79-d74d-42f3-89b4-b277f186f0ce","BiomedicalConceptProperty_103","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","675f8590-a0ca-45fb-909a-a6ac941007e5","BiomedicalConceptProperty_104","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","45d6fb81-2e6f-4d85-b905-6a4a94d05db3","BiomedicalConceptProperty_105","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","f7ed5c20-dd00-44e4-a0f8-d294a9e0b6bf","BiomedicalConceptProperty_106","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","e333eb19-8206-4dfa-b953-bb019d55cf63","BiomedicalConceptProperty_107","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","5b136731-ce27-42f4-ad60-be7ae9ca6b69","BiomedicalConceptProperty_108","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","4b39db16-3640-4b0d-9720-0566786d59d9","BiomedicalConceptProperty_109","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","bdea0d50-9084-4794-814b-b7385224f3d8","BiomedicalConceptProperty_110","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","2f2dd00e-575b-498b-8eec-9b346e419c79","BiomedicalConceptProperty_111","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","4073f45d-c430-4cc7-b889-09103d93b08c","BiomedicalConceptProperty_112","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","2361f591-269c-421a-a279-06fecc3d8b11","BiomedicalConceptProperty_113","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","be71257b-9959-481a-81a6-013f117e5ef7","BiomedicalConceptProperty_114","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","303a9bee-9f9d-4fdf-911e-3ccc48e694cc","BiomedicalConceptProperty_115","True","True","VSLAT"
