"id","label","isEnabled","isRequired","datatype","instanceType","name","uuid:ID"
"BiomedicalConceptProperty_129","VSORRES","True","True","float","BiomedicalConceptProperty","VSORRES","e04cb4bf-42f7-405e-9986-ed136e62b0c9"
"BiomedicalConceptProperty_130","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","66bd86e9-bb46-42bd-ad6c-b15071a7d564"
"BiomedicalConceptProperty_131","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","4475376e-3f12-43fd-8b00-85ffea583b58"
"BiomedicalConceptProperty_132","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","aff2d79b-7bdf-4715-bf7e-ef640ebc2e66"
"BiomedicalConceptProperty_133","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","ea9311cd-ebc8-4504-a32e-0f064dc496f5"
"BiomedicalConceptProperty_134","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","8250c758-d1a6-47db-adae-3b78f5d4660a"
"BiomedicalConceptProperty_135","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","58374a94-b99d-4bad-b398-1a153ac7e452"
"BiomedicalConceptProperty_136","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","ecce4b87-2d80-4fc0-a61d-e8ab5e8ec6c6"
"BiomedicalConceptProperty_137","LBORRES","True","True","text","BiomedicalConceptProperty","LBORRES","98afa972-7cf6-4fb1-940f-aa8c1844850f"
"BiomedicalConceptProperty_138","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","463e6c79-8d19-410f-9572-ae20c856ce0e"
"BiomedicalConceptProperty_139","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","83ec5f92-382f-40ca-9534-5560b85aa8fe"
"BiomedicalConceptProperty_140","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","a68e130b-1047-4aeb-a472-1bd3aaa55020"
"BiomedicalConceptProperty_141","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","8e67c2dd-a615-4d3e-ae53-ad80f0b98ee0"
"BiomedicalConceptProperty_142","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","84f9f446-1745-480f-9c18-a7e583b32256"
"BiomedicalConceptProperty_143","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","e52ab0c1-00a0-4904-b51d-6ef0de5fd7fc"
"BiomedicalConceptProperty_144","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","64a430a4-9197-47f1-9ff2-2d97d1f8a69c"
"BiomedicalConceptProperty_145","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","e2c504cd-aead-42f0-86c6-9a0184ef8354"
"BiomedicalConceptProperty_146","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","6659826d-d04a-4521-a705-19b0a5581e57"
"BiomedicalConceptProperty_147","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","9448d45f-1a7a-4c26-be3f-ad889006fb8d"
"BiomedicalConceptProperty_148","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","f224d131-4aa0-4454-8374-8ac06c1e2278"
"BiomedicalConceptProperty_149","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","46927c5d-9dd6-4007-ae0f-b5a701fbfe20"
"BiomedicalConceptProperty_150","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","cfcb7be3-e2af-434a-8788-295a93ba99fc"
"BiomedicalConceptProperty_151","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","bbc35b4e-8990-4467-bfee-06206dcaafba"
"BiomedicalConceptProperty_152","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","ecbf69fe-bee3-422a-93a7-7e9653dc7961"
"BiomedicalConceptProperty_153","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","fce172bc-b94e-48ec-9cb8-b72527daf761"
"BiomedicalConceptProperty_154","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","d93a6754-b8a7-41e6-818e-22861e7fad8e"
"BiomedicalConceptProperty_155","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","c00b2c4e-dd96-49e7-9371-3c9917f146c2"
"BiomedicalConceptProperty_156","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","46418b3c-0ab2-420a-a822-1b8fc8003bd4"
"BiomedicalConceptProperty_157","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","1a8fc43c-63ed-4a5a-87ec-85a095a5986c"
"BiomedicalConceptProperty_158","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","f9897664-7dc0-49ec-a915-c3304256e28f"
"BiomedicalConceptProperty_159","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","8c97c94e-b922-4c4a-9846-81c4c3ccbb02"
"BiomedicalConceptProperty_160","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","c7681a12-2310-4ab6-9248-97af7e6336fb"
"BiomedicalConceptProperty_161","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","f44d4760-5779-42e7-a32b-0361a20202cd"
"BiomedicalConceptProperty_162","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","51690e92-f7ac-4cf5-a7e0-2f6f07aeb719"
"BiomedicalConceptProperty_163","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","bd3b7045-2e40-44a3-834b-a2634654053a"
"BiomedicalConceptProperty_164","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","0fa94d77-bbdb-4502-9c7a-ad73b8fdb5fb"
"BiomedicalConceptProperty_165","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","00e89a86-0cd2-45be-b45f-20db6426224a"
"BiomedicalConceptProperty_166","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","5da3a18d-a718-4df3-b72f-9ae91f420cdf"
"BiomedicalConceptProperty_167","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","58dcb80d-3264-426c-b2e7-214dfd5295d9"
"BiomedicalConceptProperty_168","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","41ed3a83-d52a-48eb-b86f-2712dcc091ee"
"BiomedicalConceptProperty_169","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","9ba48e57-6b47-462b-b0cd-b9fb6e230ed9"
"BiomedicalConceptProperty_1","AETERM","True","True","text","BiomedicalConceptProperty","AETERM","36eb4ad1-eccc-4aeb-90cc-5a12280276ab"
"BiomedicalConceptProperty_2","AEDECOD","True","True","text","BiomedicalConceptProperty","AEDECOD","631cef2a-5be5-4daa-aa96-30f4ec52ca80"
"BiomedicalConceptProperty_3","AEPRESP","True","True","text","BiomedicalConceptProperty","AEPRESP","e3d5c6b6-e6de-4d25-8d76-e6b64319081b"
"BiomedicalConceptProperty_4","AELOC","True","True","text","BiomedicalConceptProperty","AELOC","d0341db2-bfeb-462d-90d6-0d9daf5f0d4f"
"BiomedicalConceptProperty_5","AESEV","True","True","text","BiomedicalConceptProperty","AESEV","8e974a76-5e3c-4950-8c82-258a73ba1270"
"BiomedicalConceptProperty_6","AESER","True","True","text","BiomedicalConceptProperty","AESER","9f8a0efd-d737-4f01-92ef-f1c03f711f1e"
"BiomedicalConceptProperty_7","AEACN","True","True","text","BiomedicalConceptProperty","AEACN","21c6d345-4180-49fb-89d2-e4acb2dc4530"
"BiomedicalConceptProperty_8","AEACNOTH","True","True","text","BiomedicalConceptProperty","AEACNOTH","267e7738-ded0-4fb9-b8da-d1e1f0b73558"
"BiomedicalConceptProperty_9","AEREL","True","True","text","BiomedicalConceptProperty","AEREL","570499e4-63f9-4edb-b4cb-42f57274722e"
"BiomedicalConceptProperty_10","AERELNST","True","True","text","BiomedicalConceptProperty","AERELNST","64eff569-d9d7-4ac8-91b1-4c0110ab2f6b"
"BiomedicalConceptProperty_11","AEPATT","True","True","text","BiomedicalConceptProperty","AEPATT","152087fe-94f9-484d-af79-627e19879f97"
"BiomedicalConceptProperty_12","AEOUT","True","True","text","BiomedicalConceptProperty","AEOUT","09b68b36-5d6f-4637-8610-f9af67bedca1"
"BiomedicalConceptProperty_13","AESCAN","True","True","text","BiomedicalConceptProperty","AESCAN","232b39b4-160f-45fa-bcd3-08310bc8a989"
"BiomedicalConceptProperty_14","AESCONG","True","True","text","BiomedicalConceptProperty","AESCONG","9fde6c0b-135f-4d47-b6e6-25287aadeda1"
"BiomedicalConceptProperty_15","AESDISAB","True","True","text","BiomedicalConceptProperty","AESDISAB","36f49a60-ec95-49dd-937e-abf965a947ae"
"BiomedicalConceptProperty_16","AESDTH","True","True","text","BiomedicalConceptProperty","AESDTH","f4a1093b-25de-4942-81a5-d97066793469"
"BiomedicalConceptProperty_17","AESHOSP","True","True","text","BiomedicalConceptProperty","AESHOSP","183aa778-82b8-439a-a648-28c9caca38db"
"BiomedicalConceptProperty_18","AESLIFE","True","True","text","BiomedicalConceptProperty","AESLIFE","17d472b5-4e73-4099-8b44-5b64d5975c31"
"BiomedicalConceptProperty_19","AESOD","True","True","text","BiomedicalConceptProperty","AESOD","914fde2d-e158-4d67-a0db-cb1de1e18b48"
"BiomedicalConceptProperty_20","AESMIE","True","True","text","BiomedicalConceptProperty","AESMIE","67d49ef0-12da-40b8-87ec-5ffc5efde5c4"
"BiomedicalConceptProperty_21","AECONTRT","True","True","text","BiomedicalConceptProperty","AECONTRT","2556b86e-8989-443d-b35d-bd9480204686"
"BiomedicalConceptProperty_22","AESTDTC","True","True","datetime","BiomedicalConceptProperty","AESTDTC","d44088ab-76da-4033-a0c4-c6a050506f1b"
"BiomedicalConceptProperty_23","AEENDTC","True","True","datetime","BiomedicalConceptProperty","AEENDTC","2faea960-f197-4a7b-863b-954da319c3b7"
"BiomedicalConceptProperty_24","VSTESTCD","True","True","","BiomedicalConceptProperty","VSTESTCD","23efa6ee-d4bc-4fc9-976c-f7ef59df15a4"
"BiomedicalConceptProperty_25","VSORRES","True","True","integer","BiomedicalConceptProperty","VSORRES","956a4f82-51f0-4460-b3df-8e07963fc6f4"
"BiomedicalConceptProperty_26","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","5bdfa355-9967-46b0-867b-45cf43f595a9"
"BiomedicalConceptProperty_27","VSPOS","True","True","","BiomedicalConceptProperty","VSPOS","51708e4d-92c3-499c-9a9f-e61c530631db"
"BiomedicalConceptProperty_28","VSLOC","True","True","","BiomedicalConceptProperty","VSLOC","c33a88f1-14bb-4686-b684-e6000c745b55"
"BiomedicalConceptProperty_29","VSLAT","True","True","","BiomedicalConceptProperty","VSLAT","5f0e2d80-a987-4ae6-b423-bb487edc406b"
"BiomedicalConceptProperty_30","VSTESTCD","True","True","","BiomedicalConceptProperty","VSTESTCD","0c0caa6d-2697-468c-898d-ba44aea1d775"
"BiomedicalConceptProperty_31","VSORRES","True","True","integer","BiomedicalConceptProperty","VSORRES","471ff6c9-e923-4de9-b117-64dc1a5b744f"
"BiomedicalConceptProperty_32","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","32c76673-7083-4e8f-8146-96c7186aca9b"
"BiomedicalConceptProperty_33","VSPOS","True","True","","BiomedicalConceptProperty","VSPOS","de575420-d291-4d67-9f34-dbfbb85f4773"
"BiomedicalConceptProperty_34","VSLOC","True","True","","BiomedicalConceptProperty","VSLOC","6233632e-2c5a-409b-8cf9-71e03da60839"
"BiomedicalConceptProperty_35","VSLAT","True","True","","BiomedicalConceptProperty","VSLAT","b69e6789-c729-48e2-ad56-d5f3aad37317"
"BiomedicalConceptProperty_36","VSTESTCD","True","True","","BiomedicalConceptProperty","VSTESTCD","8e98334d-aa1c-43ce-a886-b90d545f6b83"
"BiomedicalConceptProperty_37","VSORRES","True","True","float","BiomedicalConceptProperty","VSORRES","ba004434-9328-44ba-8907-597f49c65b01"
"BiomedicalConceptProperty_38","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","7227d68c-e110-49b2-93ac-e5277d41fdcc"
"BiomedicalConceptProperty_39","VSLOC","True","True","","BiomedicalConceptProperty","VSLOC","bcf631b1-0243-4ec0-a167-1df8facccb3e"
"BiomedicalConceptProperty_40","VSTESTCD","True","True","","BiomedicalConceptProperty","VSTESTCD","d1cdde6f-881d-46b3-a881-52fa6f5560c8"
"BiomedicalConceptProperty_41","VSORRES","True","True","float","BiomedicalConceptProperty","VSORRES","2f25d3a0-fb67-4f10-b69f-24b654a8cac0"
"BiomedicalConceptProperty_42","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","047ff36f-dad7-45c1-9ea7-6253c87a66ed"
"BiomedicalConceptProperty_43","VSTESTCD","True","True","","BiomedicalConceptProperty","VSTESTCD","ea3bea58-9311-45b2-82d8-c21a2e37fcc1"
"BiomedicalConceptProperty_44","VSORRES","True","True","float","BiomedicalConceptProperty","VSORRES","80fddf9e-5e33-4729-a544-9b870d541a2c"
"BiomedicalConceptProperty_45","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","31cf6ae4-5ed8-4ba0-8ebd-0b7edbc12123"
"BiomedicalConceptProperty_46","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","322418ae-5731-41a7-b63e-7cf58366cdd3"
"BiomedicalConceptProperty_47","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","d2829294-8b80-42f4-9e9b-27a906bba136"
"BiomedicalConceptProperty_48","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","4ea98a40-a0a9-4e55-b692-182536fed0fe"
"BiomedicalConceptProperty_49","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","ebf717d9-e2d2-431b-ba48-6f028f55c98a"
"BiomedicalConceptProperty_50","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","42bf7f42-f84c-4b16-82d9-6b8b92e55dd1"
"BiomedicalConceptProperty_51","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","ecbb3c21-539e-4438-b2e6-5599c83fe923"
"BiomedicalConceptProperty_52","LBORRES","True","True","text","BiomedicalConceptProperty","LBORRES","b79271f0-797f-4a59-8800-9f54b42253c3"
"BiomedicalConceptProperty_53","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","23a4e9db-e61a-402b-815c-a870a849bd37"
"BiomedicalConceptProperty_54","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","b2dfd35a-a507-448d-9cd9-fe5ec33ca4f0"
"BiomedicalConceptProperty_55","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","6abd6f2a-1c36-4ccf-8152-844be50d4f39"
"BiomedicalConceptProperty_56","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","b167f518-2bef-440c-a30c-30ed897ac8d1"
"BiomedicalConceptProperty_57","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","98e6adb3-bf3c-4ed1-9bc2-5ac9b0ec1b45"
"BiomedicalConceptProperty_58","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","f24c0009-74d6-49fb-92fc-830d54388c8b"
"BiomedicalConceptProperty_59","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","d1f6cbd6-ebae-4a4d-8b71-977039edb030"
"BiomedicalConceptProperty_60","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","7d320fdb-e951-4621-bcf4-ba65cd91e98e"
"BiomedicalConceptProperty_61","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","2fb1afce-4bd1-4845-866d-90de865d5de6"
"BiomedicalConceptProperty_62","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","099975d0-9aa1-4a30-8307-7a92c2095796"
"BiomedicalConceptProperty_63","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","ab39eb23-bf2e-4c8d-8bbf-b122e16d0589"
"BiomedicalConceptProperty_64","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","02a6875e-1ae0-4345-a54c-40d0c3c35cfb"
"BiomedicalConceptProperty_65","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","ca17aebd-1391-4ed5-8ba7-3f8b10b1f4d6"
"BiomedicalConceptProperty_66","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","954bdb58-af6a-46b6-b396-fa4af2899f39"
"BiomedicalConceptProperty_67","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","f789c998-4bd6-4f39-bbb9-3e95e9cb9e9f"
"BiomedicalConceptProperty_68","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","3f091b1d-df39-4212-a6b5-784e935201fd"
"BiomedicalConceptProperty_69","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","f4d7944f-cf54-401b-ae8f-8d04a399d61b"
"BiomedicalConceptProperty_70","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","cdae1b79-0fe0-4dea-8463-4f455382cac1"
"BiomedicalConceptProperty_71","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","04fee507-cc81-49ed-bdd0-ca4fa0583da0"
"BiomedicalConceptProperty_72","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","4b44a997-cf8f-41f5-90d0-c50d4aabcdd8"
"BiomedicalConceptProperty_73","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","b8d57451-1d95-4696-baba-67657d1ce0f5"
"BiomedicalConceptProperty_74","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","a30e697d-b204-4501-ab7f-eb3cd2788f6e"
"BiomedicalConceptProperty_75","LBTESTCD","True","True","","BiomedicalConceptProperty","LBTESTCD","3bb89177-e443-4a14-9006-38f37552c034"
"BiomedicalConceptProperty_76","LBORRES","True","True","float","BiomedicalConceptProperty","LBORRES","2a02b0d8-9c92-4bd2-9347-9b6829f8f8c8"
"BiomedicalConceptProperty_77","LBORRESU","True","True","","BiomedicalConceptProperty","LBORRESU","49faa907-50b7-4efd-88f8-48551bd5c8cd"
"BiomedicalConceptProperty_78","LBSPEC","True","True","","BiomedicalConceptProperty","LBSPEC","71827b2d-b978-4a02-88d6-6b8cca9a73b2"
"BiomedicalConceptProperty_79","LBFAST","True","True","","BiomedicalConceptProperty","LBFAST","3f153dfe-e70f-4144-baf2-90c57c7e003f"
"BiomedicalConceptProperty_80","VSTESTCD","True","True","","BiomedicalConceptProperty","VSTESTCD","0d6c6141-7991-4b58-a4b8-700587343ede"
"BiomedicalConceptProperty_81","VSORRES","True","True","integer","BiomedicalConceptProperty","VSORRES","0191662b-f74b-4482-aca2-b4e94ac1e1b9"
"BiomedicalConceptProperty_82","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","a2930995-504e-44ac-a575-544238e838d3"
"BiomedicalConceptProperty_83","VSPOS","True","True","","BiomedicalConceptProperty","VSPOS","35c0f8dc-76d6-4552-b9c8-9a1fc9ef2ebb"
"BiomedicalConceptProperty_84","VSLOC","True","True","","BiomedicalConceptProperty","VSLOC","92623aec-a79e-4ac8-a740-42494f08d774"
"BiomedicalConceptProperty_85","VSLAT","True","True","","BiomedicalConceptProperty","VSLAT","aa1cc3b0-8acb-4cda-83b8-a3dc917565b9"
"BiomedicalConceptProperty_86","VSTESTCD","True","True","","BiomedicalConceptProperty","VSTESTCD","1b26ba01-6f50-4659-960b-383208db8d1f"
"BiomedicalConceptProperty_87","VSORRES","True","True","integer","BiomedicalConceptProperty","VSORRES","6aceee28-5b4f-4449-941d-a27ba3464a4c"
"BiomedicalConceptProperty_88","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","f1ca3b26-6ffd-46c4-9ace-e4d596ee3273"
"BiomedicalConceptProperty_89","VSPOS","True","True","","BiomedicalConceptProperty","VSPOS","c39da1f8-8a18-4f33-b338-d9bb28b5d1fa"
"BiomedicalConceptProperty_90","VSLOC","True","True","","BiomedicalConceptProperty","VSLOC","76e55aa6-df4e-4d1d-b18a-6b7a512421d1"
"BiomedicalConceptProperty_91","VSLAT","True","True","","BiomedicalConceptProperty","VSLAT","d8edabaf-0a2c-47fa-b48b-9c5efda710d7"
"BiomedicalConceptProperty_92","VSTESTCD","True","True","","BiomedicalConceptProperty","VSTESTCD","13d41ebd-597d-49d0-9e28-91c8cd76147b"
"BiomedicalConceptProperty_93","VSORRES","True","True","integer","BiomedicalConceptProperty","VSORRES","ce2c226c-209d-472f-acdb-a8cd7dea6f77"
"BiomedicalConceptProperty_94","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","2daf91cb-8a78-4014-97cc-ca67e659cf7b"
"BiomedicalConceptProperty_95","VSPOS","True","True","","BiomedicalConceptProperty","VSPOS","f6619808-7022-45de-9196-d13d1393c25e"
"BiomedicalConceptProperty_96","VSLOC","True","True","","BiomedicalConceptProperty","VSLOC","f58be746-a9f4-48d9-84cb-ddfb0ac3a59b"
"BiomedicalConceptProperty_97","VSLAT","True","True","","BiomedicalConceptProperty","VSLAT","4289b8f7-8e56-44f6-9ed3-600c1a556507"
"BiomedicalConceptProperty_98","VSTESTCD","True","True","","BiomedicalConceptProperty","VSTESTCD","27c61317-1bea-44ce-92b5-a58c97ff91a4"
"BiomedicalConceptProperty_99","VSORRES","True","True","integer","BiomedicalConceptProperty","VSORRES","3d4f66ec-b039-43f6-80e3-8d3d3fd0b134"
"BiomedicalConceptProperty_100","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","a196c4fe-cd68-4adf-ade7-b02133206f96"
"BiomedicalConceptProperty_101","VSPOS","True","True","","BiomedicalConceptProperty","VSPOS","451ae17a-2f4e-4d41-ab38-564c4fdff492"
"BiomedicalConceptProperty_102","VSLOC","True","True","","BiomedicalConceptProperty","VSLOC","b376a1f6-ac4b-424a-87e8-db9490e43efb"
"BiomedicalConceptProperty_103","VSLAT","True","True","","BiomedicalConceptProperty","VSLAT","8de55593-b997-40c5-b780-a115e6b9be11"
"BiomedicalConceptProperty_104","VSTESTCD","True","True","","BiomedicalConceptProperty","VSTESTCD","937fe48e-1818-4746-b990-1ed66427b926"
"BiomedicalConceptProperty_105","VSORRES","True","True","integer","BiomedicalConceptProperty","VSORRES","fca93328-fac6-49f6-875b-91ba2cc1cad9"
"BiomedicalConceptProperty_106","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","f9db8dc0-71c3-4581-aa05-a3a30ed0da56"
"BiomedicalConceptProperty_107","VSPOS","True","True","","BiomedicalConceptProperty","VSPOS","a60af2b6-4154-4a53-a5e7-1e26cda9891d"
"BiomedicalConceptProperty_108","VSLOC","True","True","","BiomedicalConceptProperty","VSLOC","98d892b7-f2ab-4f69-a9df-9a4523cf141e"
"BiomedicalConceptProperty_109","VSLAT","True","True","","BiomedicalConceptProperty","VSLAT","b5042efd-d63e-4770-9a7a-4e56b0851da7"
"BiomedicalConceptProperty_110","VSTESTCD","True","True","","BiomedicalConceptProperty","VSTESTCD","bf00df54-24ae-41a1-b152-6e9696cfb3e4"
"BiomedicalConceptProperty_111","VSORRES","True","True","integer","BiomedicalConceptProperty","VSORRES","33dfd159-1ed0-4d0f-bab7-8301afae6adc"
"BiomedicalConceptProperty_112","VSORRESU","True","True","","BiomedicalConceptProperty","VSORRESU","8a659edd-dc0f-400b-81f5-32e5b6e4c101"
"BiomedicalConceptProperty_113","VSPOS","True","True","","BiomedicalConceptProperty","VSPOS","75377494-0c24-4c5f-8d96-cec5cf44d811"
"BiomedicalConceptProperty_114","VSLOC","True","True","","BiomedicalConceptProperty","VSLOC","93f20426-a089-472a-9ca1-5a66ad9d13e4"
"BiomedicalConceptProperty_115","VSLAT","True","True","","BiomedicalConceptProperty","VSLAT","72ac14d5-ec49-4526-9a6e-df1ec9038f39"
