"isEnabled","name","label","uuid:ID","instanceType","id","datatype","isRequired"
"True","LBTESTCD","LBTESTCD","39d60714-9bca-4eab-9bfd-40c0dacc5901","BiomedicalConceptProperty","BiomedicalConceptProperty_140","","True"
"True","LBORRES","LBORRES","d1a23638-a10c-4ebf-9ae3-ffe76c9e0b3a","BiomedicalConceptProperty","BiomedicalConceptProperty_141","float","True"
"True","LBORRESU","LBORRESU","3e611dfe-40f0-4794-b30f-5fb01801aa5f","BiomedicalConceptProperty","BiomedicalConceptProperty_142","","True"
"True","LBSPEC","LBSPEC","f07e2b91-576b-4f84-8cd0-17c00221766c","BiomedicalConceptProperty","BiomedicalConceptProperty_143","","True"
"True","LBFAST","LBFAST","69654487-ae97-4075-b2b6-b45bfc4e3a5a","BiomedicalConceptProperty","BiomedicalConceptProperty_144","","True"
"True","LBTESTCD","LBTESTCD","2b4a4b98-bae4-4e23-85f4-d46c6255e639","BiomedicalConceptProperty","BiomedicalConceptProperty_145","","True"
"True","LBORRES","LBORRES","be3d18ed-4321-45ed-addd-7ce1f3211076","BiomedicalConceptProperty","BiomedicalConceptProperty_146","float","True"
"True","LBORRESU","LBORRESU","783df765-3383-4a2d-8b89-c7e92673f15e","BiomedicalConceptProperty","BiomedicalConceptProperty_147","","True"
"True","LBSPEC","LBSPEC","b31687e2-1cf9-4a54-bb3d-c389557f5f20","BiomedicalConceptProperty","BiomedicalConceptProperty_148","","True"
"True","LBFAST","LBFAST","5f9601e0-8b01-41e6-a3db-ab5e950c5dd3","BiomedicalConceptProperty","BiomedicalConceptProperty_149","","True"
"True","LBTESTCD","LBTESTCD","44cb30f5-2f89-48bc-b03a-92a3c55a5730","BiomedicalConceptProperty","BiomedicalConceptProperty_150","","True"
"True","LBORRES","LBORRES","1aed753b-950d-4a0e-a25b-49f354c7d2a5","BiomedicalConceptProperty","BiomedicalConceptProperty_151","float","True"
"True","LBORRESU","LBORRESU","1fc44fbc-7b50-437c-b3d2-94d89b624c9b","BiomedicalConceptProperty","BiomedicalConceptProperty_152","","True"
"True","LBSPEC","LBSPEC","2d851158-4487-4ced-8b45-6b670691a87c","BiomedicalConceptProperty","BiomedicalConceptProperty_153","","True"
"True","LBFAST","LBFAST","efaf9fae-b16f-47fd-9311-475115cb94ae","BiomedicalConceptProperty","BiomedicalConceptProperty_154","","True"
"True","LBTESTCD","LBTESTCD","566b1732-088a-43e2-8da2-49169fd82ce6","BiomedicalConceptProperty","BiomedicalConceptProperty_155","","True"
"True","LBORRES","LBORRES","c519943f-10dc-464a-b295-661bea940897","BiomedicalConceptProperty","BiomedicalConceptProperty_156","float","True"
"True","LBORRESU","LBORRESU","62cecaac-d335-440e-abc6-9c79b305bd27","BiomedicalConceptProperty","BiomedicalConceptProperty_157","","True"
"True","LBSPEC","LBSPEC","038b7f08-aefd-44ff-b1b5-45578ecec607","BiomedicalConceptProperty","BiomedicalConceptProperty_158","","True"
"True","LBFAST","LBFAST","e4f9f161-bf27-439b-bc65-9c378d22946b","BiomedicalConceptProperty","BiomedicalConceptProperty_159","","True"
"True","LBTESTCD","LBTESTCD","44a76235-e872-458a-bf4c-c23ac42f8c72","BiomedicalConceptProperty","BiomedicalConceptProperty_160","","True"
"True","LBORRES","LBORRES","217dd0f8-11db-4ef2-93b1-4ddfd5048d02","BiomedicalConceptProperty","BiomedicalConceptProperty_161","float","True"
"True","LBORRESU","LBORRESU","3b357796-be38-4868-a1fe-ba9ca2a63f7f","BiomedicalConceptProperty","BiomedicalConceptProperty_162","","True"
"True","LBSPEC","LBSPEC","e4e4f86d-6bc8-4ef2-9d65-96190e521314","BiomedicalConceptProperty","BiomedicalConceptProperty_163","","True"
"True","LBFAST","LBFAST","7181bd26-6617-4cae-b68f-0f1988faa953","BiomedicalConceptProperty","BiomedicalConceptProperty_164","","True"
"True","LBTESTCD","LBTESTCD","8edb36d6-2566-41e1-81fa-beb143f66c5a","BiomedicalConceptProperty","BiomedicalConceptProperty_165","","True"
"True","LBORRES","LBORRES","53cf1c30-91a5-4875-8a34-d155eded062b","BiomedicalConceptProperty","BiomedicalConceptProperty_166","float","True"
"True","LBORRESU","LBORRESU","d615a841-1c86-4586-abd7-62613e8fb7cd","BiomedicalConceptProperty","BiomedicalConceptProperty_167","","True"
"True","LBSPEC","LBSPEC","7ba94cb3-7e8d-4b24-ad7d-a896cf4513b7","BiomedicalConceptProperty","BiomedicalConceptProperty_168","","True"
"True","LBFAST","LBFAST","a825d79e-8e43-42e1-a19c-4a99c717c0fc","BiomedicalConceptProperty","BiomedicalConceptProperty_169","","True"
"True","AETERM","AETERM","4747ae36-ac23-4284-886a-8e26e152d466","BiomedicalConceptProperty","BiomedicalConceptProperty_1","text","True"
"True","AEDECOD","AEDECOD","09c10983-4aee-414d-bb5c-0b7a7eb9b2b0","BiomedicalConceptProperty","BiomedicalConceptProperty_2","text","True"
"True","AEPRESP","AEPRESP","c3bd2e35-1ebe-44a3-80e5-43c04990a4eb","BiomedicalConceptProperty","BiomedicalConceptProperty_3","text","True"
"True","AELOC","AELOC","78d6de51-e0ef-42e1-ba13-495f42775ce9","BiomedicalConceptProperty","BiomedicalConceptProperty_4","text","True"
"True","AESEV","AESEV","ca4c384f-ed2f-497a-9107-cb27129f247b","BiomedicalConceptProperty","BiomedicalConceptProperty_5","text","True"
"True","AESER","AESER","3a8a1ec6-801e-4765-a5b4-aeb31ba70f5c","BiomedicalConceptProperty","BiomedicalConceptProperty_6","text","True"
"True","AEACN","AEACN","f66cff6b-9fca-4af1-8063-43f9a98e3792","BiomedicalConceptProperty","BiomedicalConceptProperty_7","text","True"
"True","AEACNOTH","AEACNOTH","da494ee6-009a-4157-b1f2-ee33554f6313","BiomedicalConceptProperty","BiomedicalConceptProperty_8","text","True"
"True","AEREL","AEREL","f0238286-f803-425e-8bfa-6b3c7a7c5f12","BiomedicalConceptProperty","BiomedicalConceptProperty_9","text","True"
"True","AERELNST","AERELNST","bf409045-c80b-433a-86af-dc0ac2d743bd","BiomedicalConceptProperty","BiomedicalConceptProperty_10","text","True"
"True","AEPATT","AEPATT","682a1826-4759-4d1c-9cf6-53c155d92987","BiomedicalConceptProperty","BiomedicalConceptProperty_11","text","True"
"True","AEOUT","AEOUT","c5142ca5-ad9e-4b3d-8398-83e9aad7fd48","BiomedicalConceptProperty","BiomedicalConceptProperty_12","text","True"
"True","AESCAN","AESCAN","98d9561f-05ba-43d6-af11-0824970ccd37","BiomedicalConceptProperty","BiomedicalConceptProperty_13","text","True"
"True","AESCONG","AESCONG","4eb92022-2a93-48a8-a8d0-d523c6d273aa","BiomedicalConceptProperty","BiomedicalConceptProperty_14","text","True"
"True","AESDISAB","AESDISAB","5ea1cd61-556d-4008-a701-c8c0f626b6f0","BiomedicalConceptProperty","BiomedicalConceptProperty_15","text","True"
"True","AESDTH","AESDTH","e5c15d2b-3eba-4a0a-8aba-0f1f3e4ae6ae","BiomedicalConceptProperty","BiomedicalConceptProperty_16","text","True"
"True","AESHOSP","AESHOSP","b305c29e-7bd0-4e58-8c5a-87c4584d9a73","BiomedicalConceptProperty","BiomedicalConceptProperty_17","text","True"
"True","AESLIFE","AESLIFE","6fc349cd-148b-43ab-8dd9-5d92966b3312","BiomedicalConceptProperty","BiomedicalConceptProperty_18","text","True"
"True","AESOD","AESOD","999c0d5a-890a-4c30-b93d-8e5ec736b444","BiomedicalConceptProperty","BiomedicalConceptProperty_19","text","True"
"True","AESMIE","AESMIE","b2d3e334-172b-4040-8830-af4201d1ca8c","BiomedicalConceptProperty","BiomedicalConceptProperty_20","text","True"
"True","AECONTRT","AECONTRT","da2497c9-0dee-4b02-8ac5-173af03538e1","BiomedicalConceptProperty","BiomedicalConceptProperty_21","text","True"
"True","AESTDTC","AESTDTC","fb0bddd3-3ec4-4719-9059-5ae7ff7b5cf6","BiomedicalConceptProperty","BiomedicalConceptProperty_22","datetime","True"
"True","AEENDTC","AEENDTC","72358577-e4b0-4bc2-b137-f966a1f3228c","BiomedicalConceptProperty","BiomedicalConceptProperty_23","datetime","True"
"True","VSTESTCD","VSTESTCD","00def6e0-4597-48ab-86df-de38663b22fe","BiomedicalConceptProperty","BiomedicalConceptProperty_24","","True"
"True","VSORRES","VSORRES","78256161-0153-4018-b9b6-4e2b10a21e17","BiomedicalConceptProperty","BiomedicalConceptProperty_25","integer","True"
"True","VSORRESU","VSORRESU","07a87fd4-b8bd-4154-acde-9dc75b4b9733","BiomedicalConceptProperty","BiomedicalConceptProperty_26","","True"
"True","VSPOS","VSPOS","8caf240b-33cb-4ce5-a56b-9b95d743528a","BiomedicalConceptProperty","BiomedicalConceptProperty_27","","True"
"True","VSLOC","VSLOC","c967bbfa-3003-4ee1-bd6b-b86d5ca23eb6","BiomedicalConceptProperty","BiomedicalConceptProperty_28","","True"
"True","VSLAT","VSLAT","a1aee32a-52a7-47b0-85e6-db17a705a4fd","BiomedicalConceptProperty","BiomedicalConceptProperty_29","","True"
"True","VSTESTCD","VSTESTCD","48ad208f-aac3-4a15-bd4f-dafd2bd35567","BiomedicalConceptProperty","BiomedicalConceptProperty_30","","True"
"True","VSORRES","VSORRES","83a91c78-6f5e-4c56-b4a5-93d3a0884dd2","BiomedicalConceptProperty","BiomedicalConceptProperty_31","integer","True"
"True","VSORRESU","VSORRESU","12f9aa52-b843-4476-8c88-ae0ade0bf131","BiomedicalConceptProperty","BiomedicalConceptProperty_32","","True"
"True","VSPOS","VSPOS","42dc3f72-c653-4aa1-a51d-2a182f8e5efe","BiomedicalConceptProperty","BiomedicalConceptProperty_33","","True"
"True","VSLOC","VSLOC","d7b9133c-884f-4d2e-bce7-1e9f1c2a085d","BiomedicalConceptProperty","BiomedicalConceptProperty_34","","True"
"True","VSLAT","VSLAT","437810d0-6f98-4103-9fe9-05c984a68aa7","BiomedicalConceptProperty","BiomedicalConceptProperty_35","","True"
"True","VSTESTCD","VSTESTCD","1fd6dd71-0fa8-4b6b-b992-3dc75d5cf645","BiomedicalConceptProperty","BiomedicalConceptProperty_36","","True"
"True","VSORRES","VSORRES","5a6aeb2f-4c04-4a19-b479-2b076b12ac80","BiomedicalConceptProperty","BiomedicalConceptProperty_37","float","True"
"True","VSORRESU","VSORRESU","b1065639-0295-4bfe-906f-82828275ab31","BiomedicalConceptProperty","BiomedicalConceptProperty_38","","True"
"True","VSLOC","VSLOC","2b5d4380-41e0-42e0-8153-440f3bbff56f","BiomedicalConceptProperty","BiomedicalConceptProperty_39","","True"
"True","VSTESTCD","VSTESTCD","74cb5a14-0ce2-48d9-84ba-c7f72e926711","BiomedicalConceptProperty","BiomedicalConceptProperty_40","","True"
"True","VSORRES","VSORRES","f668d8d3-28ff-4f60-837c-9aea26cf61ef","BiomedicalConceptProperty","BiomedicalConceptProperty_41","float","True"
"True","VSORRESU","VSORRESU","00c5ad23-45d0-432f-a066-39c10208fba9","BiomedicalConceptProperty","BiomedicalConceptProperty_42","","True"
"True","VSTESTCD","VSTESTCD","d2b9ac47-74e8-4405-bb98-dba98286ea33","BiomedicalConceptProperty","BiomedicalConceptProperty_43","","True"
"True","VSORRES","VSORRES","b3b5d7fc-435e-4c59-8474-160959fa839b","BiomedicalConceptProperty","BiomedicalConceptProperty_44","float","True"
"True","VSORRESU","VSORRESU","7b82442b-dada-4ce1-865c-39666d8aed7f","BiomedicalConceptProperty","BiomedicalConceptProperty_45","","True"
"True","LBTESTCD","LBTESTCD","533b1a78-40fa-4fb2-b6aa-c2ce9f24174e","BiomedicalConceptProperty","BiomedicalConceptProperty_46","","True"
"True","LBORRES","LBORRES","71b0afc8-3a5c-4a26-b393-ea4374c39644","BiomedicalConceptProperty","BiomedicalConceptProperty_47","float","True"
"True","LBORRESU","LBORRESU","38d4f6fb-78b3-40ce-abc6-3cfa0d4c3bda","BiomedicalConceptProperty","BiomedicalConceptProperty_48","","True"
"True","LBSPEC","LBSPEC","5b3d4864-05a5-470c-bcad-0aff58e605fb","BiomedicalConceptProperty","BiomedicalConceptProperty_49","","True"
"True","LBFAST","LBFAST","71124d04-680b-4cd2-8bca-f53d42c55d0e","BiomedicalConceptProperty","BiomedicalConceptProperty_50","","True"
"True","LBTESTCD","LBTESTCD","b3bcc83f-41ee-48c7-82a4-97990f99de56","BiomedicalConceptProperty","BiomedicalConceptProperty_51","","True"
"True","LBORRES","LBORRES","205ed0a4-db5b-4a69-8875-b9acf72865bb","BiomedicalConceptProperty","BiomedicalConceptProperty_52","text","True"
"True","LBSPEC","LBSPEC","e1b98a45-f18a-46d3-bd57-0d82b4927131","BiomedicalConceptProperty","BiomedicalConceptProperty_53","","True"
"True","LBFAST","LBFAST","7362e78f-5c1c-4c6e-add6-1660ea34717e","BiomedicalConceptProperty","BiomedicalConceptProperty_54","","True"
"True","LBTESTCD","LBTESTCD","8b4d23e3-8cbc-4d2f-a4d7-8243b56a3fce","BiomedicalConceptProperty","BiomedicalConceptProperty_55","","True"
"True","LBORRES","LBORRES","7e5844a1-8d33-4501-824b-2853a4a5a008","BiomedicalConceptProperty","BiomedicalConceptProperty_56","float","True"
"True","LBORRESU","LBORRESU","aa1a974f-1c64-45fd-a3af-be9d78c3c31c","BiomedicalConceptProperty","BiomedicalConceptProperty_57","","True"
"True","LBSPEC","LBSPEC","f2c122e8-ac45-48ee-a573-6cecc674bd69","BiomedicalConceptProperty","BiomedicalConceptProperty_58","","True"
"True","LBFAST","LBFAST","9cd651e4-6bb9-487b-af20-964c94486c02","BiomedicalConceptProperty","BiomedicalConceptProperty_59","","True"
"True","LBTESTCD","LBTESTCD","d96fba49-09bf-4b53-97e9-1e328841b5e8","BiomedicalConceptProperty","BiomedicalConceptProperty_60","","True"
"True","LBORRES","LBORRES","66834ab5-602c-4e90-a002-b304b5e55334","BiomedicalConceptProperty","BiomedicalConceptProperty_61","float","True"
"True","LBORRESU","LBORRESU","8ebeb628-9ee2-497b-9676-b06b0cc745b5","BiomedicalConceptProperty","BiomedicalConceptProperty_62","","True"
"True","LBSPEC","LBSPEC","6d156342-3985-4d83-9acd-cf748e8a6e15","BiomedicalConceptProperty","BiomedicalConceptProperty_63","","True"
"True","LBFAST","LBFAST","21ce9199-3c5f-4d6c-a4fd-e94e749f7cd8","BiomedicalConceptProperty","BiomedicalConceptProperty_64","","True"
"True","LBTESTCD","LBTESTCD","f98aaf2c-ec45-4f54-a959-34c783631343","BiomedicalConceptProperty","BiomedicalConceptProperty_65","","True"
"True","LBORRES","LBORRES","9e484fc8-9297-4150-b05f-95a8b50c6b3c","BiomedicalConceptProperty","BiomedicalConceptProperty_66","float","True"
"True","LBORRESU","LBORRESU","5e347679-cde2-4fe8-a0b2-c7e59aab3b61","BiomedicalConceptProperty","BiomedicalConceptProperty_67","","True"
"True","LBSPEC","LBSPEC","d7afce88-62b3-49f7-b9ee-b653b9db806a","BiomedicalConceptProperty","BiomedicalConceptProperty_68","","True"
"True","LBFAST","LBFAST","914dae7a-0ff2-47cf-8e53-d64a3b02b1a2","BiomedicalConceptProperty","BiomedicalConceptProperty_69","","True"
"True","LBTESTCD","LBTESTCD","f1326be3-a40e-4fe9-ad5d-8a4a04fca441","BiomedicalConceptProperty","BiomedicalConceptProperty_70","","True"
"True","LBORRES","LBORRES","64421ce3-151e-48de-b4eb-368cedbf8efb","BiomedicalConceptProperty","BiomedicalConceptProperty_71","float","True"
"True","LBORRESU","LBORRESU","5027fbbe-694c-4bcb-acf3-0996d1dc52f1","BiomedicalConceptProperty","BiomedicalConceptProperty_72","","True"
"True","LBSPEC","LBSPEC","18d0e394-04d7-477b-92cb-06ccba61b275","BiomedicalConceptProperty","BiomedicalConceptProperty_73","","True"
"True","LBFAST","LBFAST","9d15fe42-3cbf-4860-bff4-4a3973110ce9","BiomedicalConceptProperty","BiomedicalConceptProperty_74","","True"
"True","LBTESTCD","LBTESTCD","c375f9df-54ee-4365-a638-95420de4d0b3","BiomedicalConceptProperty","BiomedicalConceptProperty_75","","True"
"True","LBORRES","LBORRES","d75e50cf-3e16-4635-a8c0-91e08dc93d8b","BiomedicalConceptProperty","BiomedicalConceptProperty_76","float","True"
"True","LBORRESU","LBORRESU","4bacda8d-0f47-48fb-ae7f-ed6dc08b510d","BiomedicalConceptProperty","BiomedicalConceptProperty_77","","True"
"True","LBSPEC","LBSPEC","92ad0395-cc0b-4d43-92b9-1f6ba618c09a","BiomedicalConceptProperty","BiomedicalConceptProperty_78","","True"
"True","LBFAST","LBFAST","e84381bb-8817-4e1f-aea9-a3cb60896191","BiomedicalConceptProperty","BiomedicalConceptProperty_79","","True"
"True","VSTESTCD","VSTESTCD","04945e04-0856-4994-8e3a-f691855e3a6c","BiomedicalConceptProperty","BiomedicalConceptProperty_80","","True"
"True","VSORRES","VSORRES","09375723-6308-4956-bd2a-677d90e3f3e5","BiomedicalConceptProperty","BiomedicalConceptProperty_81","integer","True"
"True","VSORRESU","VSORRESU","d7b9b1aa-c913-4795-bd0f-85c42135ed2d","BiomedicalConceptProperty","BiomedicalConceptProperty_82","","True"
"True","VSPOS","VSPOS","5b17e2f6-0fec-4221-b712-ba17db3632d0","BiomedicalConceptProperty","BiomedicalConceptProperty_83","","True"
"True","VSLOC","VSLOC","f986b730-abfc-41a9-9ba9-99061f46aab8","BiomedicalConceptProperty","BiomedicalConceptProperty_84","","True"
"True","VSLAT","VSLAT","05f549ee-d99e-4e8f-ae6e-cbc747515970","BiomedicalConceptProperty","BiomedicalConceptProperty_85","","True"
"True","VSTESTCD","VSTESTCD","551915ce-5c16-4b5a-bce0-1399a1bbdff4","BiomedicalConceptProperty","BiomedicalConceptProperty_86","","True"
"True","VSORRES","VSORRES","2aac783a-8ac2-4f13-8cb7-660f668c3831","BiomedicalConceptProperty","BiomedicalConceptProperty_87","integer","True"
"True","VSORRESU","VSORRESU","c354c01f-6dca-483e-9a42-e0f479958058","BiomedicalConceptProperty","BiomedicalConceptProperty_88","","True"
"True","VSPOS","VSPOS","a973000c-f15f-4b86-baff-d041ce563889","BiomedicalConceptProperty","BiomedicalConceptProperty_89","","True"
"True","VSLOC","VSLOC","ace48289-101d-46ec-90c7-b8f7b81d5a77","BiomedicalConceptProperty","BiomedicalConceptProperty_90","","True"
"True","VSLAT","VSLAT","26c4a284-3f5e-469a-ab6d-007ab5973b94","BiomedicalConceptProperty","BiomedicalConceptProperty_91","","True"
"True","VSTESTCD","VSTESTCD","b8377a38-a316-4c8d-9893-ca92334697ca","BiomedicalConceptProperty","BiomedicalConceptProperty_92","","True"
"True","VSORRES","VSORRES","59a14711-8919-40fa-82f3-1c4ef518fe38","BiomedicalConceptProperty","BiomedicalConceptProperty_93","integer","True"
"True","VSORRESU","VSORRESU","55582b6a-a67a-4654-a3ba-e1bd6de4ad16","BiomedicalConceptProperty","BiomedicalConceptProperty_94","","True"
"True","VSPOS","VSPOS","8d00d51c-1f52-48ab-9d74-2847c6cdfefd","BiomedicalConceptProperty","BiomedicalConceptProperty_95","","True"
"True","VSLOC","VSLOC","ed1a4be1-6d96-4e65-922d-0595ea709ec0","BiomedicalConceptProperty","BiomedicalConceptProperty_96","","True"
"True","VSLAT","VSLAT","2b1e50c9-daa3-41e5-8911-0e9bb10fa180","BiomedicalConceptProperty","BiomedicalConceptProperty_97","","True"
"True","VSTESTCD","VSTESTCD","2b554f0d-ed46-4816-a9e8-6adc65b0c7cf","BiomedicalConceptProperty","BiomedicalConceptProperty_98","","True"
"True","VSORRES","VSORRES","f02ee6f5-9abf-4ef9-9757-7625c166d83e","BiomedicalConceptProperty","BiomedicalConceptProperty_99","integer","True"
"True","VSORRESU","VSORRESU","e8dc96ed-0fe3-4541-93f4-913f9203edcd","BiomedicalConceptProperty","BiomedicalConceptProperty_100","","True"
"True","VSPOS","VSPOS","19598766-87f9-40e1-a53a-c5437aa3afc0","BiomedicalConceptProperty","BiomedicalConceptProperty_101","","True"
"True","VSLOC","VSLOC","41eef253-3504-4da5-80b4-f322d36b9fc3","BiomedicalConceptProperty","BiomedicalConceptProperty_102","","True"
"True","VSLAT","VSLAT","f1aaae3a-f354-44e2-897b-d11802e0511c","BiomedicalConceptProperty","BiomedicalConceptProperty_103","","True"
"True","VSTESTCD","VSTESTCD","4b1348c4-2621-4e84-bb4c-52f15bb48dd7","BiomedicalConceptProperty","BiomedicalConceptProperty_104","","True"
"True","VSORRES","VSORRES","be33eee4-5ea2-4c4a-bb4b-014ed191d174","BiomedicalConceptProperty","BiomedicalConceptProperty_105","integer","True"
"True","VSORRESU","VSORRESU","76b47c2f-0681-442b-9330-5e007f9860ab","BiomedicalConceptProperty","BiomedicalConceptProperty_106","","True"
"True","VSPOS","VSPOS","d2c46126-ae93-4ef5-a5dc-05bc872cb3f4","BiomedicalConceptProperty","BiomedicalConceptProperty_107","","True"
"True","VSLOC","VSLOC","bae0a6af-3ee7-4425-9e7b-2a4f39634879","BiomedicalConceptProperty","BiomedicalConceptProperty_108","","True"
"True","VSLAT","VSLAT","1b438788-5f1d-41e2-8873-3f304461fedd","BiomedicalConceptProperty","BiomedicalConceptProperty_109","","True"
"True","VSTESTCD","VSTESTCD","05d87886-a6cb-4924-b8ee-22aecff193a3","BiomedicalConceptProperty","BiomedicalConceptProperty_110","","True"
"True","VSORRES","VSORRES","eedcda97-a4f6-47f7-b752-6c45f9cb8292","BiomedicalConceptProperty","BiomedicalConceptProperty_111","integer","True"
"True","VSORRESU","VSORRESU","4a516f8e-43fc-49ea-82d8-6fac60f69b69","BiomedicalConceptProperty","BiomedicalConceptProperty_112","","True"
"True","VSPOS","VSPOS","b010c8e3-1c15-429e-8e61-b1c1dc5c0a60","BiomedicalConceptProperty","BiomedicalConceptProperty_113","","True"
"True","VSLOC","VSLOC","1ff7e93e-b354-4db7-9ed6-de09b885097a","BiomedicalConceptProperty","BiomedicalConceptProperty_114","","True"
"True","VSLAT","VSLAT","57a50399-d181-4a07-ae7d-4bafb6273b50","BiomedicalConceptProperty","BiomedicalConceptProperty_115","","True"
