"datatype","label","instanceType","uuid:ID","id","isEnabled","isRequired","name"
"","VSORRESU","BiomedicalConceptProperty","f4ca38c0-0dc1-4150-a202-2cfc96bf9f54","BiomedicalConceptProperty_26","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","f7bbcf59-dd90-4a2d-9df0-917c16aa2018","BiomedicalConceptProperty_27","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","c9683131-89ab-4c25-b924-eede8ae76f95","BiomedicalConceptProperty_28","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","cfce89a0-3728-4d52-a8a4-e8aa2dfc244f","BiomedicalConceptProperty_29","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","84d63e99-3e8d-4a66-8c6e-0e5c7ba7d038","BiomedicalConceptProperty_30","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","9347cc08-3e53-4df0-bfd0-4969dbe8e5ff","BiomedicalConceptProperty_31","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","36ba0813-0c56-41d0-8cb0-7f585694cf7d","BiomedicalConceptProperty_32","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","09b1a866-1f60-4c38-9603-c5e508a51b8e","BiomedicalConceptProperty_33","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","76eb673b-e80b-4ffe-9f35-aa6a6045583b","BiomedicalConceptProperty_34","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","402f09b5-f1d9-4d2b-a33f-fdf949dbb736","BiomedicalConceptProperty_35","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","0fec6231-c28d-482e-9b5b-c174a3eb7f86","BiomedicalConceptProperty_36","True","True","VSTESTCD"
"float","VSORRES","BiomedicalConceptProperty","b782790a-f83f-4d99-a188-fd14e7230af0","BiomedicalConceptProperty_37","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","bf93dad5-f5cb-4c53-a66a-b9d108a38ade","BiomedicalConceptProperty_38","True","True","VSORRESU"
"","VSLOC","BiomedicalConceptProperty","1f36f1d2-ab16-43f0-8a90-5b518b0fb3fb","BiomedicalConceptProperty_39","True","True","VSLOC"
"","VSTESTCD","BiomedicalConceptProperty","c962fb99-4c04-43d0-87c1-ff547b7b8863","BiomedicalConceptProperty_40","True","True","VSTESTCD"
"float","VSORRES","BiomedicalConceptProperty","2e694bcc-f149-404a-8056-62caf886f899","BiomedicalConceptProperty_41","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","e1a79f5d-a195-47a4-b1c0-0d25f361d0a9","BiomedicalConceptProperty_42","True","True","VSORRESU"
"","VSTESTCD","BiomedicalConceptProperty","7b36802d-c15f-4b18-b001-ffbd24cc9116","BiomedicalConceptProperty_43","True","True","VSTESTCD"
"float","VSORRES","BiomedicalConceptProperty","e545b9da-d503-4e9c-9392-9c1cc2168357","BiomedicalConceptProperty_44","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","12d6a94f-f171-4d2d-bdc6-48c78878aae4","BiomedicalConceptProperty_45","True","True","VSORRESU"
"","LBTESTCD","BiomedicalConceptProperty","06c88628-fd72-4a32-a734-4ff68440adfe","BiomedicalConceptProperty_46","True","True","LBTESTCD"
"float","LBORRES","BiomedicalConceptProperty","aaccff74-36cf-42ab-8502-54e3b931465e","BiomedicalConceptProperty_47","True","True","LBORRES"
"","LBORRESU","BiomedicalConceptProperty","5040ca68-46c1-42bd-99cd-374a2bc62039","BiomedicalConceptProperty_48","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","304bed3d-cc64-4253-8385-b93daf1273ac","BiomedicalConceptProperty_49","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","fc5376f7-4ba0-47c4-b361-296adb7e94ce","BiomedicalConceptProperty_50","True","True","LBFAST"
"","LBTESTCD","BiomedicalConceptProperty","dbeb6dbd-c267-4a0c-884d-f25f312809f4","BiomedicalConceptProperty_51","True","True","LBTESTCD"
"text","LBORRES","BiomedicalConceptProperty","53a6b027-0eb0-49eb-b1cf-02d9aa684aa2","BiomedicalConceptProperty_52","True","True","LBORRES"
"","LBSPEC","BiomedicalConceptProperty","d189442f-13a6-4e10-94ad-4dbfe475567d","BiomedicalConceptProperty_53","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","d4d34b06-d512-45f2-8c5e-e4cbaf7292b2","BiomedicalConceptProperty_54","True","True","LBFAST"
"","LBTESTCD","BiomedicalConceptProperty","b29f51b8-a468-4a1e-b5fa-8ed8b755c6c4","BiomedicalConceptProperty_55","True","True","LBTESTCD"
"float","LBORRES","BiomedicalConceptProperty","c47f00d8-224c-4fc7-9fb9-272484c056c6","BiomedicalConceptProperty_56","True","True","LBORRES"
"","LBORRESU","BiomedicalConceptProperty","db4cff46-3ea0-43bd-9e58-b71c21d3b495","BiomedicalConceptProperty_57","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","bc8238ec-cb14-4a05-96a4-daf9f60205af","BiomedicalConceptProperty_58","True","True","LBSPEC"
