"instanceType","datatype","isRequired","isEnabled","name","label","id","uuid:ID"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_148","d4470cd5-51f7-4d38-a03c-0c11809efb71"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_149","3e72deda-7197-413a-8776-892350aa7d8f"
"BiomedicalConceptProperty","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_150","41450aae-8d62-4db7-85b9-8b7899903eb1"
"BiomedicalConceptProperty","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty_151","e25fe137-ab70-4b8c-9ea4-72e3908488af"
"BiomedicalConceptProperty","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_152","666b376b-570b-48cf-8fad-d47342ab4478"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_153","776359e4-0589-4047-92da-64bb42337b6b"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_154","55b797df-dfec-48fc-8233-1bca9aa50b80"
"BiomedicalConceptProperty","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_155","f770934a-71fe-4e4f-ba80-0dd34df3e8ec"
"BiomedicalConceptProperty","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty_156","61ee02b4-73d0-4922-8317-33adb79efca1"
"BiomedicalConceptProperty","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_157","40bddb39-257b-47b7-851b-76a407a18965"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_158","2f9f1edd-5629-4d80-b59a-872f9ae5ea5a"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_159","fc67e819-f9e7-43dd-b33b-b407831ae25e"
"BiomedicalConceptProperty","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_160","5737f6d0-44c0-44dd-a998-ca9d6832c4a5"
"BiomedicalConceptProperty","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty_161","4e333a6e-1787-4f5c-8dd6-1179c4b41ba3"
"BiomedicalConceptProperty","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_162","ef89cb0f-8647-444e-9bf8-32430e810cba"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_163","890130bf-c437-4b5a-a65e-94d454089746"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_164","3b19d610-6da2-4913-867f-23da6074a413"
"BiomedicalConceptProperty","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_165","3837832b-5d7b-4565-9c3e-c9ee5a40a07d"
"BiomedicalConceptProperty","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty_166","0785d743-c6f2-42b0-8c23-61912f021792"
"BiomedicalConceptProperty","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_167","3aef5eb7-9cdb-48be-bf6f-adf4454ce547"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_168","be064966-d180-4f5b-85a8-c5a44b6f4040"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_169","d753efa7-967c-4db1-87bc-e70c577a8c4c"
"BiomedicalConceptProperty","text","True","True","AETERM","AETERM","BiomedicalConceptProperty_1","a3b631be-9bcb-4778-87c3-5ec68b31a5cb"
"BiomedicalConceptProperty","text","True","True","AEDECOD","AEDECOD","BiomedicalConceptProperty_2","67b4f890-5fca-4fb9-ab89-74712ff5d2c7"
"BiomedicalConceptProperty","text","True","True","AEPRESP","AEPRESP","BiomedicalConceptProperty_3","8685853e-81e5-4f80-a774-16a7833bfcba"
"BiomedicalConceptProperty","text","True","True","AELOC","AELOC","BiomedicalConceptProperty_4","ad151e64-4718-495c-abdf-c4c1fecc4274"
"BiomedicalConceptProperty","text","True","True","AESEV","AESEV","BiomedicalConceptProperty_5","c989671a-2280-4c07-bdba-477658d1d35a"
"BiomedicalConceptProperty","text","True","True","AESER","AESER","BiomedicalConceptProperty_6","b4e6f154-6029-42d7-b55c-bd1e74541939"
"BiomedicalConceptProperty","text","True","True","AEACN","AEACN","BiomedicalConceptProperty_7","503c80fb-1ad1-4c01-84dc-dbbf0b453b82"
"BiomedicalConceptProperty","text","True","True","AEACNOTH","AEACNOTH","BiomedicalConceptProperty_8","1713b732-0135-4dce-961c-6749921c994b"
"BiomedicalConceptProperty","text","True","True","AEREL","AEREL","BiomedicalConceptProperty_9","8ca2ed32-9ef5-4a17-8f02-619ff4198dec"
"BiomedicalConceptProperty","text","True","True","AERELNST","AERELNST","BiomedicalConceptProperty_10","37adebb7-f631-4367-a229-a49d7936ca00"
"BiomedicalConceptProperty","text","True","True","AEPATT","AEPATT","BiomedicalConceptProperty_11","856bc242-95e6-48d6-b063-18583eae4561"
"BiomedicalConceptProperty","text","True","True","AEOUT","AEOUT","BiomedicalConceptProperty_12","26089ed9-e751-4ebf-83cd-b1ff7852669b"
"BiomedicalConceptProperty","text","True","True","AESCAN","AESCAN","BiomedicalConceptProperty_13","cb1a130e-8fca-43eb-9143-5cf8a2e11ff6"
"BiomedicalConceptProperty","text","True","True","AESCONG","AESCONG","BiomedicalConceptProperty_14","21b694c9-49de-4c7d-8c50-ea5705effda1"
"BiomedicalConceptProperty","text","True","True","AESDISAB","AESDISAB","BiomedicalConceptProperty_15","a93cc162-c4d5-4bb8-8738-ff4346dbff5e"
"BiomedicalConceptProperty","text","True","True","AESDTH","AESDTH","BiomedicalConceptProperty_16","f2911965-a314-424f-bc28-08edc038333b"
"BiomedicalConceptProperty","text","True","True","AESHOSP","AESHOSP","BiomedicalConceptProperty_17","a0f3e578-c69b-4199-b6b3-2edfff0f4377"
"BiomedicalConceptProperty","text","True","True","AESLIFE","AESLIFE","BiomedicalConceptProperty_18","a3b9842e-7151-4b57-b52d-d304280fce4d"
"BiomedicalConceptProperty","text","True","True","AESOD","AESOD","BiomedicalConceptProperty_19","3d04d772-2a6b-4d67-bfd6-2c3b5cc313b2"
"BiomedicalConceptProperty","text","True","True","AESMIE","AESMIE","BiomedicalConceptProperty_20","226db0c8-1a16-415f-a55e-6d7d08669af2"
"BiomedicalConceptProperty","text","True","True","AECONTRT","AECONTRT","BiomedicalConceptProperty_21","8067346e-8668-4517-9183-ff37a12ab217"
"BiomedicalConceptProperty","datetime","True","True","AESTDTC","AESTDTC","BiomedicalConceptProperty_22","f7004e58-9c8b-49cc-9faf-d11c7ceeb4f9"
"BiomedicalConceptProperty","datetime","True","True","AEENDTC","AEENDTC","BiomedicalConceptProperty_23","971a1a07-295f-47b3-be9c-47803618e488"
"BiomedicalConceptProperty","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_24","b509d506-82dc-4609-8014-7805e607f1f9"
"BiomedicalConceptProperty","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty_25","e9a366c4-538d-4dbf-9f30-fd6ef9374288"
"BiomedicalConceptProperty","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_26","3c5df34c-cce3-417a-a1cc-fda274486591"
"BiomedicalConceptProperty","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty_27","ccb54d34-9ac6-4cf8-ac1b-cadc29f3b47b"
"BiomedicalConceptProperty","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty_28","4eb4478c-1f19-4390-9be2-930730506574"
"BiomedicalConceptProperty","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty_29","aa93179a-9aa7-41cc-868d-c74982f4d968"
"BiomedicalConceptProperty","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_30","1d2164d9-b547-4d9f-87a3-b2af839edcc8"
"BiomedicalConceptProperty","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty_31","29ff235b-47b2-43cb-9f84-1b3c5c6fdace"
"BiomedicalConceptProperty","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_32","a37256e5-af06-46d9-9adb-4cfdccf34182"
"BiomedicalConceptProperty","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty_33","b0b08ca7-f104-4d5b-9ff7-44c5daa5c27a"
"BiomedicalConceptProperty","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty_34","7e91e5a7-502e-4119-9f3c-c3c1173966ee"
"BiomedicalConceptProperty","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty_35","8c396a3f-0051-4eb2-8299-109e5db5c36c"
"BiomedicalConceptProperty","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_36","0f26160a-6abd-4dc8-886b-350450f2e26a"
"BiomedicalConceptProperty","float","True","True","VSORRES","VSORRES","BiomedicalConceptProperty_37","e22dec37-4079-4e76-a87f-151b7fc20393"
"BiomedicalConceptProperty","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_38","6e7fed70-4f40-4c21-b097-c0292a1b76ad"
"BiomedicalConceptProperty","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty_39","1d100958-1729-4114-a367-bf69d775ea44"
"BiomedicalConceptProperty","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_40","ca0fcdd5-5359-48ba-8ec6-e6ed8c22bf60"
"BiomedicalConceptProperty","float","True","True","VSORRES","VSORRES","BiomedicalConceptProperty_41","d8d2f2fa-cb45-4dde-8b53-8362101db60f"
"BiomedicalConceptProperty","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_42","cd7ae23c-01dd-4849-b618-ccd8526bb0d4"
"BiomedicalConceptProperty","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_43","5ead417f-49df-40d1-84e9-4884a3c5a7ae"
"BiomedicalConceptProperty","float","True","True","VSORRES","VSORRES","BiomedicalConceptProperty_44","8a33a25d-999d-4891-beee-41b78eda0774"
"BiomedicalConceptProperty","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_45","c4fb3e6c-11d8-4cac-9cf0-7902ce8d18cb"
"BiomedicalConceptProperty","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_46","c63112f6-55fa-4ed4-9269-af33a9a714b6"
"BiomedicalConceptProperty","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty_47","235326d2-a8c9-4298-8d96-6f9bd19b0c57"
"BiomedicalConceptProperty","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_48","93c9b26a-c31c-4b24-8022-c3a60af168ed"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_49","78dc6889-7c09-47f0-899e-29371a4f51bc"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_50","35116220-c3d9-406b-b735-30e2cc856bb7"
"BiomedicalConceptProperty","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_51","ef798808-d9a1-4cd3-94a0-57f30ec7ac85"
"BiomedicalConceptProperty","text","True","True","LBORRES","LBORRES","BiomedicalConceptProperty_52","8658104c-44ee-47f2-b451-a0f471f8aa90"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_53","05427568-66a2-4f94-b3c9-e4957e570474"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_54","d24e11e3-9ec6-40eb-97ef-a2aadb567fc6"
"BiomedicalConceptProperty","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_55","b9deaaa3-0722-4133-b36d-44574ee98db3"
"BiomedicalConceptProperty","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty_56","75025c75-7a4f-47b7-b685-9ecb5dd30f80"
"BiomedicalConceptProperty","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_57","3dc7422e-f925-4eb6-bb05-f11dbe968829"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_58","02841ac2-42e9-4825-942a-3b9b5695f581"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_59","cceef96b-5642-44e0-954d-7f3bedd5606a"
"BiomedicalConceptProperty","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_60","b23bf144-2654-40be-aa42-55866871dd99"
"BiomedicalConceptProperty","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty_61","d0a1284a-cf3f-44bb-8646-d6a0afdc1ccd"
"BiomedicalConceptProperty","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_62","ebf4bea5-61d2-46dc-a669-ae56990e0b01"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_63","9a71da99-1f6e-4ed1-a841-13b04181002d"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_64","01c1a87f-15c1-4c5a-8d3e-6cc454cf23a2"
"BiomedicalConceptProperty","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_65","57924751-4df2-4d90-b2a3-2221e9ae710c"
"BiomedicalConceptProperty","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty_66","deb6b373-f93a-499c-b893-069732c41fca"
"BiomedicalConceptProperty","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_67","9af7c6e1-3663-4ef7-af4e-aa857114f118"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_68","32b83d30-37bc-41c5-8204-1c20dc618226"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_69","82498157-cd88-47f1-ba98-280b9b9abee8"
"BiomedicalConceptProperty","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_70","176250cd-fa8a-43f8-bb96-3bfb4633fe73"
"BiomedicalConceptProperty","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty_71","6a51d2a4-9b66-4745-a6d9-2367bb3f2ba9"
"BiomedicalConceptProperty","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_72","626df056-f6ec-4d34-b630-70861f05a462"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_73","9577d747-1bb5-484a-8d6e-9cf851d8591c"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_74","dc18be7d-ba10-45ae-b554-74fc225dddd5"
"BiomedicalConceptProperty","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_75","dd781bf1-0835-45c2-8efc-4019ca650396"
"BiomedicalConceptProperty","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty_76","4921545a-28d3-42b0-9a29-711a9e4fe05e"
"BiomedicalConceptProperty","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_77","d3ec8f34-7663-4bf9-a1c1-7c927fa27a9c"
"BiomedicalConceptProperty","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_78","7182a948-4e0f-45ac-aaef-5f057dd9fe94"
"BiomedicalConceptProperty","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty_79","dab15a89-4d2f-4e4e-9108-09c654174e62"
"BiomedicalConceptProperty","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_80","6da78d3f-e6cd-4ac1-b062-be3bd91cc187"
"BiomedicalConceptProperty","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty_81","f6b219c0-1c4c-4992-b982-8c8cb9f773bc"
"BiomedicalConceptProperty","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_82","06af228e-c509-4cb2-a661-421eac3ea937"
"BiomedicalConceptProperty","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty_83","a9c05b69-2b20-4891-a627-8fd7cbdebad9"
"BiomedicalConceptProperty","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty_84","0f478b93-b19e-4010-91fd-0eb2d15132e4"
"BiomedicalConceptProperty","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty_85","74071af3-6a02-4b9d-aeab-11bd5b31488c"
"BiomedicalConceptProperty","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_86","edf91394-05ca-4379-9eb5-892c2f500c85"
"BiomedicalConceptProperty","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty_87","018d5df3-5bc1-4023-bcfe-e62e4ce0ef31"
"BiomedicalConceptProperty","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_88","a4457748-f46b-4561-994b-1772eae84a68"
"BiomedicalConceptProperty","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty_89","a531a6d9-acd6-4d4d-85a1-8c2a48da87be"
"BiomedicalConceptProperty","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty_90","e575bd74-824d-48ea-9d6f-d81d518f493b"
"BiomedicalConceptProperty","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty_91","d85d7bed-d287-49de-a87c-a9771427ce58"
"BiomedicalConceptProperty","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_92","506c2562-cee2-4932-bd0a-ce5db2d70cf8"
"BiomedicalConceptProperty","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty_93","3efa5d76-764e-417f-89c3-717a60f353e6"
"BiomedicalConceptProperty","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_94","66c1a320-04b6-4a8c-b1e0-9be1a26c2f43"
"BiomedicalConceptProperty","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty_95","3063e4da-a518-4fa2-a16b-36c2b85ca7f9"
"BiomedicalConceptProperty","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty_96","aa6fcfe8-1aa0-40aa-a1ab-4d32130c550b"
"BiomedicalConceptProperty","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty_97","c28824eb-8028-4ed3-bfec-7441c0a451e0"
"BiomedicalConceptProperty","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_98","776a0628-fac9-4591-a88b-94f4aaa8abb9"
"BiomedicalConceptProperty","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty_99","d11aef23-d572-4e20-9356-96087798d15d"
"BiomedicalConceptProperty","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_100","38997f02-d1af-4c5a-afd1-ae657d8e6505"
"BiomedicalConceptProperty","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty_101","87ee395b-c922-4fb8-b82d-6b58f7a3ef74"
"BiomedicalConceptProperty","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty_102","33016854-895d-4345-b944-98b2d75748d0"
"BiomedicalConceptProperty","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty_103","38e0ca6c-46e1-46a6-9db3-cb87cc792bfc"
"BiomedicalConceptProperty","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_104","864144b0-9a87-4fa0-8b4b-b0596bd42978"
"BiomedicalConceptProperty","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty_105","25d67eee-2877-460e-9af8-81d551cbc793"
"BiomedicalConceptProperty","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_106","dd139540-f621-4b8f-a798-d7a6df7d718d"
"BiomedicalConceptProperty","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty_107","7fe335f1-0ecb-44d6-b6bd-ef53987cea73"
"BiomedicalConceptProperty","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty_108","a1770811-2227-41e2-8240-885dbf7e1028"
"BiomedicalConceptProperty","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty_109","d20d991b-017d-418d-bdf5-97d1c990b018"
"BiomedicalConceptProperty","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_110","1a394a78-6655-44e0-8314-349a16498566"
"BiomedicalConceptProperty","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty_111","2645639a-a64e-413a-8e14-32c339aba59b"
"BiomedicalConceptProperty","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_112","381d742a-b610-4daf-b48a-8eabde6a4bab"
"BiomedicalConceptProperty","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty_113","4e7428df-6745-4849-a354-b1274e1aaaae"
"BiomedicalConceptProperty","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty_114","2befc079-9279-458c-b654-6647f34e0001"
"BiomedicalConceptProperty","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty_115","007b7f59-34c5-4856-b83e-508ecd4a25b6"
