"isRequired","datatype","id","name","label","instanceType","isEnabled","uuid:ID"
"True","","BiomedicalConceptProperty_144","LBFAST","LBFAST","BiomedicalConceptProperty","True","cc326f99-db6d-4214-8ad5-b09392b8b935"
"True","","BiomedicalConceptProperty_145","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","ca9807f1-1446-4f25-a4e2-fc3f79936e42"
"True","float","BiomedicalConceptProperty_146","LBORRES","LBORRES","BiomedicalConceptProperty","True","569910dc-1185-4a3b-bb1f-6452c170840f"
"True","","BiomedicalConceptProperty_147","LBORRESU","LBORRESU","BiomedicalConceptProperty","True","3c368bdf-4e4e-4237-9cbe-9c768422d19b"
"True","","BiomedicalConceptProperty_148","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","c9f644a2-041f-4f6f-bb64-6e64d2d61ee5"
"True","","BiomedicalConceptProperty_149","LBFAST","LBFAST","BiomedicalConceptProperty","True","43831a06-4358-4722-b5f8-781665cb7c1f"
"True","","BiomedicalConceptProperty_150","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","3f895246-5074-4923-80ad-0d2c951418e8"
"True","float","BiomedicalConceptProperty_151","LBORRES","LBORRES","BiomedicalConceptProperty","True","f5172f50-f1b7-4417-9e7e-ab57da347e0e"
"True","","BiomedicalConceptProperty_152","LBORRESU","LBORRESU","BiomedicalConceptProperty","True","f78626ff-f2ac-4fd8-b893-c7d197686e51"
"True","","BiomedicalConceptProperty_153","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","a41fc9ec-9168-46fd-8e74-79b8fb26522e"
"True","","BiomedicalConceptProperty_154","LBFAST","LBFAST","BiomedicalConceptProperty","True","c0fdbd14-a6e5-4433-95c4-6eb495301231"
"True","","BiomedicalConceptProperty_155","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","b55d217a-5cba-4979-ac63-e5dedc95028e"
"True","float","BiomedicalConceptProperty_156","LBORRES","LBORRES","BiomedicalConceptProperty","True","a59f74a1-479a-4a71-b545-30085fc4995e"
"True","","BiomedicalConceptProperty_157","LBORRESU","LBORRESU","BiomedicalConceptProperty","True","34d660f4-3230-4066-a212-1975d767b664"
"True","","BiomedicalConceptProperty_158","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","db997e27-b46a-4fd1-be95-d97df3922a9b"
"True","","BiomedicalConceptProperty_159","LBFAST","LBFAST","BiomedicalConceptProperty","True","28499c87-815d-41f6-8bb6-0edde64ae811"
"True","","BiomedicalConceptProperty_160","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","d52a1c10-038b-493c-b840-aa111c6c2494"
"True","float","BiomedicalConceptProperty_161","LBORRES","LBORRES","BiomedicalConceptProperty","True","696834bc-bf0f-45a8-aa98-442f1e8379e9"
"True","","BiomedicalConceptProperty_162","LBORRESU","LBORRESU","BiomedicalConceptProperty","True","311b141c-4002-4bd6-bbd5-9e265ca26d58"
"True","","BiomedicalConceptProperty_163","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","fc212ace-ddc0-41e3-9a8c-702aa4ce8e63"
"True","","BiomedicalConceptProperty_164","LBFAST","LBFAST","BiomedicalConceptProperty","True","41440d70-7ff7-43ba-b12d-04a2527d47a0"
"True","","BiomedicalConceptProperty_165","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","78d0098c-174e-411c-a2b1-48393ff061b7"
"True","float","BiomedicalConceptProperty_166","LBORRES","LBORRES","BiomedicalConceptProperty","True","ee8e3433-3e0f-4ddf-95db-4d08b98e6594"
"True","","BiomedicalConceptProperty_167","LBORRESU","LBORRESU","BiomedicalConceptProperty","True","a07ae3ea-ae0e-46cb-b2b0-8b6891357ac8"
"True","","BiomedicalConceptProperty_168","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","ad28e6b2-a5a2-4b47-9bd3-151741a62fe3"
"True","","BiomedicalConceptProperty_169","LBFAST","LBFAST","BiomedicalConceptProperty","True","01ca5eae-a5d4-4171-a34f-f2feb838a3fb"
"True","text","BiomedicalConceptProperty_1","AETERM","AETERM","BiomedicalConceptProperty","True","b7053842-218c-412b-8cec-dc4b5fd255ed"
"True","text","BiomedicalConceptProperty_2","AEDECOD","AEDECOD","BiomedicalConceptProperty","True","137d843f-a09d-4c3c-aa5a-e509b7a31f17"
"True","text","BiomedicalConceptProperty_3","AEPRESP","AEPRESP","BiomedicalConceptProperty","True","a32c12be-16ac-4183-b0ca-20ac836d0984"
"True","text","BiomedicalConceptProperty_4","AELOC","AELOC","BiomedicalConceptProperty","True","6f864bb7-8427-4b93-bec1-16baf9cf71b4"
"True","text","BiomedicalConceptProperty_5","AESEV","AESEV","BiomedicalConceptProperty","True","e8fdc48d-53c8-4271-8b09-62285fddc40f"
"True","text","BiomedicalConceptProperty_6","AESER","AESER","BiomedicalConceptProperty","True","98db35a1-43b0-4e42-8193-5e81137f7a7d"
"True","text","BiomedicalConceptProperty_7","AEACN","AEACN","BiomedicalConceptProperty","True","8a21a423-a662-42a2-b5eb-54dff7064371"
"True","text","BiomedicalConceptProperty_8","AEACNOTH","AEACNOTH","BiomedicalConceptProperty","True","03aab412-bc44-4ff1-bf73-f5c8d0a99c92"
"True","text","BiomedicalConceptProperty_9","AEREL","AEREL","BiomedicalConceptProperty","True","f51e2a6c-1a77-4034-a56e-e1786f30b69e"
"True","text","BiomedicalConceptProperty_10","AERELNST","AERELNST","BiomedicalConceptProperty","True","66343012-c661-45b1-8643-b0ee40818500"
"True","text","BiomedicalConceptProperty_11","AEPATT","AEPATT","BiomedicalConceptProperty","True","22a12a64-db6e-44d3-a989-f6f014dda46e"
"True","text","BiomedicalConceptProperty_12","AEOUT","AEOUT","BiomedicalConceptProperty","True","c6176fb7-a248-4909-b73f-e73a58df2136"
"True","text","BiomedicalConceptProperty_13","AESCAN","AESCAN","BiomedicalConceptProperty","True","e8872c34-97a7-463d-bd15-1e2b7a94f101"
"True","text","BiomedicalConceptProperty_14","AESCONG","AESCONG","BiomedicalConceptProperty","True","ba2ee24c-d922-4741-9e6c-da26ccc81911"
"True","text","BiomedicalConceptProperty_15","AESDISAB","AESDISAB","BiomedicalConceptProperty","True","04a86187-b789-4865-a4fb-4f82d2042656"
"True","text","BiomedicalConceptProperty_16","AESDTH","AESDTH","BiomedicalConceptProperty","True","13988e81-4262-41ab-ae63-6fecd189e476"
"True","text","BiomedicalConceptProperty_17","AESHOSP","AESHOSP","BiomedicalConceptProperty","True","85781cfd-2264-4aff-a183-3e66e6fd6e33"
"True","text","BiomedicalConceptProperty_18","AESLIFE","AESLIFE","BiomedicalConceptProperty","True","0ca8e2b0-f803-44e9-ad0f-2c32021ec679"
"True","text","BiomedicalConceptProperty_19","AESOD","AESOD","BiomedicalConceptProperty","True","0683f021-93ac-4fa9-856e-740ef106a5f7"
"True","text","BiomedicalConceptProperty_20","AESMIE","AESMIE","BiomedicalConceptProperty","True","2699ccc5-b813-4262-ba0e-5873c005a5f4"
"True","text","BiomedicalConceptProperty_21","AECONTRT","AECONTRT","BiomedicalConceptProperty","True","77d00c2c-c7fa-4550-b480-899497c7f287"
"True","datetime","BiomedicalConceptProperty_22","AESTDTC","AESTDTC","BiomedicalConceptProperty","True","ffe35df2-f9c3-48bb-88d8-f8f93470b965"
"True","datetime","BiomedicalConceptProperty_23","AEENDTC","AEENDTC","BiomedicalConceptProperty","True","9229ba0a-ebfb-4f7d-83da-e7856fd3f5a6"
"True","","BiomedicalConceptProperty_24","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True","c2b9203e-aaa2-45a7-8691-999ff9db5a34"
"True","integer","BiomedicalConceptProperty_25","VSORRES","VSORRES","BiomedicalConceptProperty","True","6acfb7c6-f1dd-49a4-8fd1-6cdef60ecb3d"
"True","","BiomedicalConceptProperty_26","VSORRESU","VSORRESU","BiomedicalConceptProperty","True","d69d79ff-b240-4088-80d3-01ee2f275545"
"True","","BiomedicalConceptProperty_27","VSPOS","VSPOS","BiomedicalConceptProperty","True","189aa7bf-2436-4457-a540-fc41479ac5c5"
"True","","BiomedicalConceptProperty_28","VSLOC","VSLOC","BiomedicalConceptProperty","True","080b1ead-e1f4-4509-917d-a77af809f2b8"
"True","","BiomedicalConceptProperty_29","VSLAT","VSLAT","BiomedicalConceptProperty","True","d5eb2ef1-b014-47dc-9e5c-3b6d6fe44503"
"True","","BiomedicalConceptProperty_30","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True","5a8dae76-cba5-4ddc-ad65-3f0237f031c7"
"True","integer","BiomedicalConceptProperty_31","VSORRES","VSORRES","BiomedicalConceptProperty","True","6f839499-0525-4b66-9a47-287387af4ffa"
"True","","BiomedicalConceptProperty_32","VSORRESU","VSORRESU","BiomedicalConceptProperty","True","d6c60be1-dfd2-4ba8-ad6d-4a60b244de16"
"True","","BiomedicalConceptProperty_33","VSPOS","VSPOS","BiomedicalConceptProperty","True","9ab9a944-11c6-4876-8afc-b6631f951522"
"True","","BiomedicalConceptProperty_34","VSLOC","VSLOC","BiomedicalConceptProperty","True","4b9a8b24-667c-4966-b644-f0c38dfa343d"
"True","","BiomedicalConceptProperty_35","VSLAT","VSLAT","BiomedicalConceptProperty","True","b328bc94-e264-4f26-ba39-8cd11a90c363"
"True","","BiomedicalConceptProperty_36","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True","d1cff8e1-cde0-44ea-a28e-338f5c22531f"
"True","float","BiomedicalConceptProperty_37","VSORRES","VSORRES","BiomedicalConceptProperty","True","922d9f3a-b4ec-48e0-adc9-f51806605f48"
"True","","BiomedicalConceptProperty_38","VSORRESU","VSORRESU","BiomedicalConceptProperty","True","85a2bc15-1e8c-4b52-8e95-f3e515507050"
"True","","BiomedicalConceptProperty_39","VSLOC","VSLOC","BiomedicalConceptProperty","True","dbf8f006-3152-48e6-81ed-e3517423bc94"
"True","","BiomedicalConceptProperty_40","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True","c8885187-262e-490c-aac4-951e49f81d7b"
"True","float","BiomedicalConceptProperty_41","VSORRES","VSORRES","BiomedicalConceptProperty","True","6752599d-097c-4fb7-b05a-30142662afa8"
"True","","BiomedicalConceptProperty_42","VSORRESU","VSORRESU","BiomedicalConceptProperty","True","1f4a7dc7-dbe6-4da3-a25f-ba7cbbc8acbd"
"True","","BiomedicalConceptProperty_43","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True","367ea40f-0a6a-440d-b3c3-25eee7bbb6c2"
"True","float","BiomedicalConceptProperty_44","VSORRES","VSORRES","BiomedicalConceptProperty","True","e464e51a-bc61-41c1-a201-5a6573cf67ad"
"True","","BiomedicalConceptProperty_45","VSORRESU","VSORRESU","BiomedicalConceptProperty","True","6b145411-228f-4ca8-9673-66fdd071560e"
"True","","BiomedicalConceptProperty_46","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","fb9328b3-e54f-4aa0-8e19-4f5e11297213"
"True","float","BiomedicalConceptProperty_47","LBORRES","LBORRES","BiomedicalConceptProperty","True","fdeb48bc-16b4-4415-9a74-97b3c37a2b34"
"True","","BiomedicalConceptProperty_48","LBORRESU","LBORRESU","BiomedicalConceptProperty","True","073d28a5-d484-43e1-b767-997416f833aa"
"True","","BiomedicalConceptProperty_49","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","bd5d5ba8-e609-43d8-bc22-36542a10558c"
"True","","BiomedicalConceptProperty_50","LBFAST","LBFAST","BiomedicalConceptProperty","True","005e53a4-d929-44fd-93a7-023e67aa1a50"
"True","","BiomedicalConceptProperty_51","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","1e0c718c-e48e-409d-a659-ab7aa43193eb"
"True","text","BiomedicalConceptProperty_52","LBORRES","LBORRES","BiomedicalConceptProperty","True","4bb23f42-43c0-40e1-b9b1-4482a778f8b1"
"True","","BiomedicalConceptProperty_53","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","8f3d7bef-8ef7-4f6e-8d2d-85ee8bcc8cf8"
"True","","BiomedicalConceptProperty_54","LBFAST","LBFAST","BiomedicalConceptProperty","True","0225d9f7-f768-43e7-8820-bf9f83b5fcfc"
"True","","BiomedicalConceptProperty_55","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","e7ceb238-3d9c-4cfe-b033-89c65a5b46a3"
"True","float","BiomedicalConceptProperty_56","LBORRES","LBORRES","BiomedicalConceptProperty","True","f04e6e1d-d261-4d68-a5c0-7c865214325d"
"True","","BiomedicalConceptProperty_57","LBORRESU","LBORRESU","BiomedicalConceptProperty","True","c0501a70-7ac5-498d-b8c9-52b96971f426"
"True","","BiomedicalConceptProperty_58","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","48a3878b-ef6a-4487-a0cd-63139fe83702"
"True","","BiomedicalConceptProperty_59","LBFAST","LBFAST","BiomedicalConceptProperty","True","57935564-4f46-4278-a1a4-097375ddf172"
"True","","BiomedicalConceptProperty_60","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","3c3fb5ee-b28e-48bf-a7ef-dfb42b9ae2a9"
"True","float","BiomedicalConceptProperty_61","LBORRES","LBORRES","BiomedicalConceptProperty","True","a425a4dd-5a1c-4dac-bb81-2cb2b173143c"
"True","","BiomedicalConceptProperty_62","LBORRESU","LBORRESU","BiomedicalConceptProperty","True","5f2bcbb3-9231-48da-8038-67acd3470fcf"
"True","","BiomedicalConceptProperty_63","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","da88b0ea-3ee6-4b3e-ad0c-634a28652453"
"True","","BiomedicalConceptProperty_64","LBFAST","LBFAST","BiomedicalConceptProperty","True","599e72a3-6808-437d-b7ed-2f72761f646b"
"True","","BiomedicalConceptProperty_65","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","34052081-e04c-4b0c-8108-1dcf776363b0"
"True","float","BiomedicalConceptProperty_66","LBORRES","LBORRES","BiomedicalConceptProperty","True","fd234ed4-de6f-4a58-86f0-b9f9c0af5e24"
"True","","BiomedicalConceptProperty_67","LBORRESU","LBORRESU","BiomedicalConceptProperty","True","076d382b-2e41-4a2c-897c-1a16d1c9f83e"
"True","","BiomedicalConceptProperty_68","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","abf2a61c-3846-4f46-a32f-f47951877d1a"
"True","","BiomedicalConceptProperty_69","LBFAST","LBFAST","BiomedicalConceptProperty","True","6ecc8cbd-6822-4b42-8a5a-119a2c1bb342"
"True","","BiomedicalConceptProperty_70","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","3dd882fe-ef44-4227-b477-43c552d18d67"
"True","float","BiomedicalConceptProperty_71","LBORRES","LBORRES","BiomedicalConceptProperty","True","8236fffc-d2e6-41ac-8f4b-3a08c255515c"
"True","","BiomedicalConceptProperty_72","LBORRESU","LBORRESU","BiomedicalConceptProperty","True","33e0aa17-7513-4e58-a438-048b5b6fb50a"
"True","","BiomedicalConceptProperty_73","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","d178d676-f92c-4e7d-a437-b5dd23a16f88"
"True","","BiomedicalConceptProperty_74","LBFAST","LBFAST","BiomedicalConceptProperty","True","dc72a39e-14dc-4232-8bad-a2ec88c2e579"
"True","","BiomedicalConceptProperty_75","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True","9b1b8548-8e75-4781-ba71-df49685544ba"
"True","float","BiomedicalConceptProperty_76","LBORRES","LBORRES","BiomedicalConceptProperty","True","b41bf098-e25c-4545-9e8b-2a92ecd3ac1a"
"True","","BiomedicalConceptProperty_77","LBORRESU","LBORRESU","BiomedicalConceptProperty","True","81c97a05-312f-4f76-8d49-ca239ed648f7"
"True","","BiomedicalConceptProperty_78","LBSPEC","LBSPEC","BiomedicalConceptProperty","True","bf2c1cfe-34d5-4871-a7a1-7fcb4659a0dd"
"True","","BiomedicalConceptProperty_79","LBFAST","LBFAST","BiomedicalConceptProperty","True","85e3a9ba-dec4-481f-bda8-1db2e3d53de4"
"True","","BiomedicalConceptProperty_80","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True","9958c1c9-7031-459a-8e8b-9a1c36b55bf3"
"True","integer","BiomedicalConceptProperty_81","VSORRES","VSORRES","BiomedicalConceptProperty","True","365908e2-2b38-4ad2-b778-4ec52d4367d6"
"True","","BiomedicalConceptProperty_82","VSORRESU","VSORRESU","BiomedicalConceptProperty","True","2286d407-bf04-49d3-bda3-8588793b0417"
"True","","BiomedicalConceptProperty_83","VSPOS","VSPOS","BiomedicalConceptProperty","True","0fb1589f-42ae-4397-8ea6-05ee65c820f8"
"True","","BiomedicalConceptProperty_84","VSLOC","VSLOC","BiomedicalConceptProperty","True","47b457d6-1e3b-4038-b765-e0c611bf1c1d"
"True","","BiomedicalConceptProperty_85","VSLAT","VSLAT","BiomedicalConceptProperty","True","dc4f6af4-b489-44ca-b06b-32b563403ea2"
"True","","BiomedicalConceptProperty_86","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True","c4207546-6cd4-48ad-9b3b-1ab669780100"
"True","integer","BiomedicalConceptProperty_87","VSORRES","VSORRES","BiomedicalConceptProperty","True","0e11c077-5813-4f21-bc0b-6bdae912665d"
"True","","BiomedicalConceptProperty_88","VSORRESU","VSORRESU","BiomedicalConceptProperty","True","f7e2a409-babb-4529-952b-7449390da373"
"True","","BiomedicalConceptProperty_89","VSPOS","VSPOS","BiomedicalConceptProperty","True","86ea1650-595d-4650-aff4-457ba80f4563"
"True","","BiomedicalConceptProperty_90","VSLOC","VSLOC","BiomedicalConceptProperty","True","53b1b1ac-cb13-46b1-88b5-f1a429db3df3"
"True","","BiomedicalConceptProperty_91","VSLAT","VSLAT","BiomedicalConceptProperty","True","2662ccd0-6ad0-4ff5-9054-7b99c04f8c23"
"True","","BiomedicalConceptProperty_92","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True","529dd725-f622-4202-9616-28ea135f8aa0"
"True","integer","BiomedicalConceptProperty_93","VSORRES","VSORRES","BiomedicalConceptProperty","True","529fcf98-5275-4979-a634-c0c030ffe5b6"
"True","","BiomedicalConceptProperty_94","VSORRESU","VSORRESU","BiomedicalConceptProperty","True","4c2cf357-3d7e-4ee9-a323-9816c3294944"
"True","","BiomedicalConceptProperty_95","VSPOS","VSPOS","BiomedicalConceptProperty","True","7367481a-9080-40a3-9866-3138466262b7"
"True","","BiomedicalConceptProperty_96","VSLOC","VSLOC","BiomedicalConceptProperty","True","a10a2f55-ea89-4fe9-b78e-42796c15c20f"
"True","","BiomedicalConceptProperty_97","VSLAT","VSLAT","BiomedicalConceptProperty","True","39fae5fd-c064-4cb3-9cef-657b60ca9755"
"True","","BiomedicalConceptProperty_98","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True","035dfc32-c5fb-46da-bf4b-47663d2db85f"
"True","integer","BiomedicalConceptProperty_99","VSORRES","VSORRES","BiomedicalConceptProperty","True","09c99261-a4c3-4c2e-8bc3-3442bacd91f4"
"True","","BiomedicalConceptProperty_100","VSORRESU","VSORRESU","BiomedicalConceptProperty","True","ed5d5425-ccbd-465b-99e9-b350e9231322"
"True","","BiomedicalConceptProperty_101","VSPOS","VSPOS","BiomedicalConceptProperty","True","bcc2dcbe-204b-448f-b15e-03ba4d7d68f7"
"True","","BiomedicalConceptProperty_102","VSLOC","VSLOC","BiomedicalConceptProperty","True","febe6186-38e6-4376-9781-e9079137b7f5"
"True","","BiomedicalConceptProperty_103","VSLAT","VSLAT","BiomedicalConceptProperty","True","09d53afa-5df1-4f3a-b284-20be6edea0bc"
"True","","BiomedicalConceptProperty_104","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True","0aac7f48-7713-4f48-8fe0-d8f298affed9"
"True","integer","BiomedicalConceptProperty_105","VSORRES","VSORRES","BiomedicalConceptProperty","True","9490065f-33d1-44bb-a7af-81b5896438f8"
"True","","BiomedicalConceptProperty_106","VSORRESU","VSORRESU","BiomedicalConceptProperty","True","7aa77ae3-3f0a-4ddc-a870-e95777bd0026"
"True","","BiomedicalConceptProperty_107","VSPOS","VSPOS","BiomedicalConceptProperty","True","8d561913-a3cb-45d2-875d-329fedf05fb5"
"True","","BiomedicalConceptProperty_108","VSLOC","VSLOC","BiomedicalConceptProperty","True","a240f87a-ed08-40f0-ad35-a19632263f2c"
"True","","BiomedicalConceptProperty_109","VSLAT","VSLAT","BiomedicalConceptProperty","True","323cd4a4-d507-49fc-9c72-5066ba5aa554"
"True","","BiomedicalConceptProperty_110","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True","022261bd-e26e-47b4-a98c-a8a342342c96"
"True","integer","BiomedicalConceptProperty_111","VSORRES","VSORRES","BiomedicalConceptProperty","True","08fdb40d-e652-461f-b1ea-ced205be7919"
"True","","BiomedicalConceptProperty_112","VSORRESU","VSORRESU","BiomedicalConceptProperty","True","edb7e8e1-fa7a-42f6-a1fe-09f0739fd3bf"
"True","","BiomedicalConceptProperty_113","VSPOS","VSPOS","BiomedicalConceptProperty","True","f5939431-2a7a-49eb-a2db-312db1247a4c"
"True","","BiomedicalConceptProperty_114","VSLOC","VSLOC","BiomedicalConceptProperty","True","5c7ff8e0-6f45-433c-b0a4-9153c3dc2f87"
"True","","BiomedicalConceptProperty_115","VSLAT","VSLAT","BiomedicalConceptProperty","True","2b86782b-756b-48b4-a189-668fee677955"
